	reactions	name	reaction	gene reaction rule	subsystem	spontaneous	proteomic evidence (#studies)	references	notes
436	ESTRONE23SQDP	Disproportionation of estrone-2,3-semiquinone	2.0 estrone23sqn_c --> 2hoxe1_c + estrone23qn_c		Estrogen metabolism	1		pubmed:1398218;pubmed:20493944;pubmed:32846902	Disproportionation of radicals is spontaneous
437	ESTRONE2OXRx	Estrone, NADH:oxygen oxidoreductase	estrone_c + h_c + nadh_c + o2_c --> 2hoxe1_c + h2o_c + nad_c		Estrogen metabolism	0		pubmed:34406011	GAPFILLING
438	ESTRONE2OXRy	Estrone, NADPH:oxygen oxidoreductase	estrone_c + h_c + nadph_c + o2_c --> 2hoxe1_c + h2o_c + nadp_c		Estrogen metabolism	0		pubmed:34406011	GAPFILLING
439	ESTRONE34Q1ERx	Estrone-3,4-quinone:NADH reductase (1e-)	2.0 estrone34qn_c + h_c + nadh_c --> 2.0 estrone34sqn_c + nad_c	CYB5R3 or (CYB5R3 and CYB5B) or (CYB5R3 and CYB5A)	Estrogen metabolism	0	CYB5A (9);CYB5B (8);CYB5R3 (20)	pubmed:1897935;pubmed:30222979;pubmed:34406011	
440	ESTRONE34Q2ERy	Estrone-3,4-quinone:NADPH reductase (2e-)	estrone34qn_c + h_c + nadph_c --> 4hoxe1_c + nadp_c	AKR7A2 or AKR1B1 or AKR1C3	Estrogen metabolism	0	AKR1B1 (10);AKR1C3 (11);AKR7A2 (15)	pubmed:21910479;pubmed:34406011	
441	ESTRONE34Q2ERz	Estrone-3,4-quinone:NADPH reductase (2e-)	estrone34qn_c + h_c + rnamh_c --> 4hoxe1_c + rnam_c	NQO2	Estrogen metabolism	0	NQO2 (12)	pubmed:11559542;pubmed:18996184;pubmed:32913139;pubmed:34406011;pubmed:9380738	
442	ESTRONE34SQDP	Disproportionation of estrone-3,4-semiquinone	2.0 estrone34sqn_c --> 4hoxe1_c + estrone34qn_c		Estrogen metabolism	1		pubmed:1398218;pubmed:20493944;pubmed:32846902	Disproportionation of radicals is spontaneous
443	ESTRONE4OXRx	Estrone, NADH:oxygen oxidoreductase	estrone_c + h_c + nadh_c + o2_c --> 4hoxe1_c + h2o_c + nad_c		Estrogen metabolism	0		pubmed:34406011	GAPFILLING
444	ESTRONE4OXRy	Estrone, NADPH:oxygen oxidoreductase	estrone_c + h_c + nadph_c + o2_c --> 4hoxe1_c + h2o_c + nadp_c		Estrogen metabolism	0		pubmed:34406011	GAPFILLING
445	ESTRONEDHy	Estrone reductase (NADPH)	estrone_c + h_c + nadph_c <=> estradiol_c + nadp_c	AKR1C3 or HSD17B11 or HSD17B12 or DHRS11	Estrogen metabolism	0	AKR1C3 (11);DHRS11 (12);HSD17B11 (4);HSD17B12 (11)	pubmed:163969;pubmed:34406011;pubmed:4151981;pubmed:4405572;pubmed:6932280;pubmed:8000511	
446	LPCOAT	Lysoplasmanylphosphocholine (LPC O-) O-acyltransferase (CoA)	FAcoa_hs_c + lpco_hs_c --> coa_c + pco_hs_c	LPCAT3 or LPCAT1	Ether lipid metabolism	0	LPCAT1 (2);LPCAT3 (10)	pubmed:5488773;pubmed:5689955	
447	LPCOLPLD	Lysoplasmanylphosphocholine (LPC O-) lysophospholipase D	h2o_c + lpco_hs_c --> chol_c + h_c + lpao_hs_c	GDPD1	Ether lipid metabolism	0	GDPD1 (2)	pubmed:10819963;pubmed:32367017	
448	LPCPAT	Lysoplasmenylphosphocholine (LPC P-) O-acyltransferase (CoA)	FAcoa_hs_c + lpcp_hs_c --> coa_c + pcp_hs_c	LPCAT3 or LPCAT1	Ether lipid metabolism	0	LPCAT1 (2);LPCAT3 (10)	pubmed:10819963;pubmed:18156367;pubmed:32367017;pubmed:5488773;pubmed:5689955	
449	LPEPAT	Lysoplasmenylethanolamine (LPE P-) O-acyltransferase (CoA)	FAcoa_hs_c + lpep_hs_c --> coa_c + pep_hs_c		Ether lipid metabolism	0		pubmed:10819963;pubmed:32367017	
450	NAPEPLD	N-acyl-phosphatidylethanolamine (NAPE) phospholipase D	h2o_c + nape_hs_c --> h_c + nae_hs_c + pa_hs_c	NAPEPLD	Ether lipid metabolism	0	NAPEPLD (4)	pubmed:10819963;pubmed:15630208	
451	PAOACPP	Alkylacetylglycerol phosphate (PA O-) phosphatase	h2o_c + paoac_hs_c --> dagoac_hs_c + pi_c		Ether lipid metabolism	0		pubmed:10819963;pubmed:32367017	
452	PCOPLA2	Plasmanylphosphocholine (PC O-) phospholipase A2	h2o_c + pco_hs_c --> FA_hs_c + h_c + lpco_hs_c	PRDX6 or PLA2G4B or ABHD16A or PLA2G4A	Ether lipid metabolism	0	ABHD16A (9);PLA2G4B (1);PRDX6 (20)	pubmed:10819963;pubmed:17164127;pubmed:32367017	
453	PCPPLA2	Plasmenylphosphocholine (PC P-) phospholipase A2	h2o_c + pcp_hs_c --> FA_hs_c + h_c + lpcp_hs_c	PRDX6 or PLA2G4B or ABHD16A or PLA2G4A	Ether lipid metabolism	0	ABHD16A (9);PLA2G4B (1);PRDX6 (20)	pubmed:10819963;pubmed:17164127;pubmed:32367017	
454	PEPPLA2	Plasmenylethanolamine (PE P-) phospholipase A2	h2o_c + pep_hs_c --> FA_hs_c + h_c + lpep_hs_c	PRDX6 or PLA2G4B or ABHD16A or PLA2G4A	Ether lipid metabolism	0	ABHD16A (9);PLA2G4B (1);PRDX6 (20)	pubmed:10819963;pubmed:17164127;pubmed:32367017	
455	FACOAL_10_0	Fatty acid CoA ligase (CoA 10:0)	FA_hs_10_0_c + atp_c + coa_c --> FAcoa_hs_10_0_c + amp_c + ppi_c		Fatty acid activation (cytosolic)	0		pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	GAPFILLING
456	FACOAL_11_0	Fatty acid CoA ligase (CoA 11:0)	FA_hs_11_0_c + atp_c + coa_c --> FAcoa_hs_11_0_c + amp_c + ppi_c		Fatty acid activation (cytosolic)	0		pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	GAPFILLING
457	FACOAL_12_0	Fatty acid CoA ligase (CoA 12:0)	FA_hs_12_0_c + atp_c + coa_c --> FAcoa_hs_12_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:4065333;pubmed:7702576;pubmed:9972864	
458	FACOAL_13_0	Fatty acid CoA ligase (CoA 13:0)	FA_hs_13_0_c + atp_c + coa_c --> FAcoa_hs_13_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
459	FACOAL_14_0	Fatty acid CoA ligase (CoA 14:0)	FA_hs_14_0_c + atp_c + coa_c --> FAcoa_hs_14_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
460	FACOAL_14_5Z	Fatty acid CoA ligase (CoA 14:1(5Z))	FA_hs_14_5Z_c + atp_c + coa_c --> FAcoa_hs_14_5Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
461	FACOAL_14_7Z	Fatty acid CoA ligase (CoA 14:1(7Z))	FA_hs_14_7Z_c + atp_c + coa_c --> FAcoa_hs_14_7Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
462	FACOAL_14_9Z	Fatty acid CoA ligase (CoA 14:1(9Z))	FA_hs_14_9Z_c + atp_c + coa_c --> FAcoa_hs_14_9Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
463	FACOAL_15_0	Fatty acid CoA ligase (CoA 15:0)	FA_hs_15_0_c + atp_c + coa_c --> FAcoa_hs_15_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:2919129;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
464	FACOAL_16_0	Fatty acid CoA ligase (CoA 16:0)	FA_hs_16_0_c + atp_c + coa_c --> FAcoa_hs_16_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
465	FACOAL_16_7Z	Fatty acid CoA ligase (CoA 16:1(7Z))	FA_hs_16_7Z_c + atp_c + coa_c --> FAcoa_hs_16_7Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
466	FACOAL_16_9Z	Fatty acid CoA ligase (CoA 16:1(9Z))	FA_hs_16_9Z_c + atp_c + coa_c --> FAcoa_hs_16_9Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
467	FACOAL_17_0	Fatty acid CoA ligase (CoA 17:0)	FA_hs_17_0_c + atp_c + coa_c --> FAcoa_hs_17_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:2919129;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
468	FACOAL_17_10Z	Fatty acid CoA ligase (CoA 17:1(10Z))	FA_hs_17_10Z_c + atp_c + coa_c --> FAcoa_hs_17_10Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:2919129;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
469	FACOAL_17_9Z	Fatty acid CoA ligase (CoA 17:1(9Z))	FA_hs_17_9Z_c + atp_c + coa_c --> FAcoa_hs_17_9Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:2919129;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
470	FACOAL_18_0	Fatty acid CoA ligase (CoA 18:0)	FA_hs_18_0_c + atp_c + coa_c --> FAcoa_hs_18_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
471	FACOAL_18_11Z	Fatty acid CoA ligase (CoA 18:1(11Z))	FA_hs_18_11Z_c + atp_c + coa_c --> FAcoa_hs_18_11Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
472	FACOAL_18_13Z	Fatty acid CoA ligase (CoA 18:1(13Z))	FA_hs_18_13Z_c + atp_c + coa_c --> FAcoa_hs_18_13Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
473	FACOAL_18_6Z9Z	Fatty acid CoA ligase (CoA 18:2(6Z,9Z))	FA_hs_18_6Z9Z_c + atp_c + coa_c --> FAcoa_hs_18_6Z9Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
474	FACOAL_18_6Z9Z12Z	Fatty acid CoA ligase (CoA 18:3(6Z, 9Z,12Z))	FA_hs_18_6Z9Z12Z_c + atp_c + coa_c --> FAcoa_hs_18_6Z9Z12Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
475	FACOAL_18_6Z9Z12Z15Z	Fatty acid CoA ligase (CoA 18:4(6Z,9Z,12Z,15Z))	FA_hs_18_6Z9Z12Z15Z_c + atp_c + coa_c --> FAcoa_hs_18_6Z9Z12Z15Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
476	FACOAL_18_7Z	Fatty acid CoA ligase (CoA 18:1(7Z))	FA_hs_18_7Z_c + atp_c + coa_c --> FAcoa_hs_18_7Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
477	FACOAL_18_9E	Fatty acid CoA ligase (CoA 18:1(9E))	FA_hs_18_9E_c + atp_c + coa_c --> FAcoa_hs_18_9E_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
478	FACOAL_18_9Z	Fatty acid CoA ligase (CoA 18:1(9Z))	FA_hs_18_9Z_c + atp_c + coa_c --> FAcoa_hs_18_9Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
479	FACOAL_18_9Z12Z	Fatty acid CoA ligase (CoA 18:2(9Z,12Z))	FA_hs_18_9Z12Z_c + atp_c + coa_c --> FAcoa_hs_18_9Z12Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
480	FACOAL_18_9Z12Z15Z	Fatty acid CoA ligase (CoA 18:3(9Z,12Z,15Z))	FA_hs_18_9Z12Z15Z_c + atp_c + coa_c --> FAcoa_hs_18_9Z12Z15Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
481	FACOAL_19_0	Fatty acid CoA ligase (CoA 19:0)	FA_hs_19_0_c + atp_c + coa_c --> FAcoa_hs_19_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
482	FACOAL_20_0	Fatty acid CoA ligase (CoA 20:0)	FA_hs_20_0_c + atp_c + coa_c --> FAcoa_hs_20_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
483	FACOAL_20_11Z	Fatty acid CoA ligase (CoA 20:1(11Z))	FA_hs_20_11Z_c + atp_c + coa_c --> FAcoa_hs_20_11Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
484	FACOAL_20_11Z14Z	Fatty acid CoA ligase (CoA 20:2(11Z,14Z))	FA_hs_20_11Z14Z_c + atp_c + coa_c --> FAcoa_hs_20_11Z14Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
485	FACOAL_20_11Z14Z17Z	Fatty acid CoA ligase (CoA 20:3(11Z,14Z,17Z))	FA_hs_20_11Z14Z17Z_c + atp_c + coa_c --> FAcoa_hs_20_11Z14Z17Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
486	FACOAL_20_13Z	Fatty acid CoA ligase (CoA 20:1(13Z))	FA_hs_20_13Z_c + atp_c + coa_c --> FAcoa_hs_20_13Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
487	FACOAL_20_5Z8Z11Z	Fatty acid CoA ligase (CoA 20:3(5Z,8Z,11Z))	FA_hs_20_5Z8Z11Z_c + atp_c + coa_c --> FAcoa_hs_20_5Z8Z11Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
488	FACOAL_20_5Z8Z11Z14Z	Fatty acid CoA ligase (CoA 20:4(5Z,8Z,11Z,14Z))	FA_hs_20_5Z8Z11Z14Z_c + atp_c + coa_c --> FAcoa_hs_20_5Z8Z11Z14Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
489	FACOAL_20_5Z8Z11Z14Z17Z	Fatty acid CoA ligase (CoA 20:5(5Z,8Z,11Z,14Z,17Z))	FA_hs_20_5Z8Z11Z14Z17Z_c + atp_c + coa_c --> FAcoa_hs_20_5Z8Z11Z14Z17Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
490	FACOAL_20_8Z11Z	Fatty acid CoA ligase (CoA 20:2(8Z,11Z))	FA_hs_20_8Z11Z_c + atp_c + coa_c --> FAcoa_hs_20_8Z11Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
491	FACOAL_20_8Z11Z14Z	Fatty acid CoA ligase (CoA 20:3(8Z,11Z,14Z))	FA_hs_20_8Z11Z14Z_c + atp_c + coa_c --> FAcoa_hs_20_8Z11Z14Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
492	FACOAL_20_8Z11Z14Z17Z	Fatty acid CoA ligase (CoA 20:4(8Z,11Z,14Z,17Z))	FA_hs_20_8Z11Z14Z17Z_c + atp_c + coa_c --> FAcoa_hs_20_8Z11Z14Z17Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
493	FACOAL_20_9Z	Fatty acid CoA ligase (CoA 20:1(9Z))	FA_hs_20_9Z_c + atp_c + coa_c --> FAcoa_hs_20_9Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
494	FACOAL_21_0	Fatty acid CoA ligase (CoA 21:0)	FA_hs_21_0_c + atp_c + coa_c --> FAcoa_hs_21_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
495	FACOAL_22_0	Fatty acid CoA ligase (CoA 22:0)	FA_hs_22_0_c + atp_c + coa_c --> FAcoa_hs_22_0_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
496	FACOAL_22_10Z13Z16Z	Fatty acid CoA ligase (CoA 22:3(10Z,13Z,16Z))	FA_hs_22_10Z13Z16Z_c + atp_c + coa_c --> FAcoa_hs_22_10Z13Z16Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
497	FACOAL_22_10Z13Z16Z19Z	Fatty acid CoA ligase (CoA 22:4(10Z,13Z,16Z,19Z))	FA_hs_22_10Z13Z16Z19Z_c + atp_c + coa_c --> FAcoa_hs_22_10Z13Z16Z19Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
498	FACOAL_22_11Z	Fatty acid CoA ligase (CoA 22:1(11Z))	FA_hs_22_11Z_c + atp_c + coa_c --> FAcoa_hs_22_11Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
499	FACOAL_22_13Z	Fatty acid CoA ligase (CoA 22:1(13Z))	FA_hs_22_13Z_c + atp_c + coa_c --> FAcoa_hs_22_13Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
500	FACOAL_22_13Z16Z	Fatty acid CoA ligase (CoA 22:2(13Z,16Z))	FA_hs_22_13Z16Z_c + atp_c + coa_c --> FAcoa_hs_22_13Z16Z_c + amp_c + ppi_c	ACSL3 or ACSL1 or ACSL6 or SLC27A4 or ACSL4	Fatty acid activation (cytosolic)	0	ACSL1 (2);ACSL3 (13);ACSL4 (15);ACSL6 (10);SLC27A4 (1)	pubmed:14175619;pubmed:32367017;pubmed:4005276;pubmed:7702576;pubmed:9972864	
