complexes	complex	subunits	reactions	genes	coefficients	cofactors	notes	stoichiometry	compartment	molar_mass
cplx_HETEROTETRAMER_LDHA_LDHB_A2B2_pc	cplx_HETEROTETRAMER_LDHA_LDHB_A2B2	protein_LDHA_pc;protein_LDHB_pc	LDH_L;L2HGDHx;2HBO;MCLOR;HPYRRx_S;GLXO1;GLYCLTDx;2H3MV;2HIV	LDHA;LDHB	2;2			protein_LDHA_pc(2);protein_LDHB_pc(2)	pc	146647.11400000015
cplx_HETEROTETRAMER_LDHA_LDHB_A3B1_pc	cplx_HETEROTETRAMER_LDHA_LDHB_A3B1	protein_LDHA_pc;protein_LDHB_pc	LDH_L;L2HGDHx;2HBO;MCLOR;HPYRRx_S;GLXO1;GLYCLTDx;2H3MV;2HIV	LDHA;LDHB	3;1			protein_LDHA_pc(3);protein_LDHB_pc(1)	pc	146706.41300000018
cplx_HOMOTETRAMER_LDHB_pc	cplx_HOMOTETRAMER_LDHB	protein_LDHB_pc	LDH_L;L2HGDHx;2HBO;MCLOR;HPYRRx_S;GLXO1;GLYCLTDx;2H3MV;2HIV	LDHB	4			protein_LDHB_pc(4)	pc	146528.51600000012
cplx_HOMODIMER_LHPP_pc	cplx_HOMODIMER_LHPP	protein_LHPP_pc	PPA	LHPP	2			protein_LHPP_pc(2)	pc	58322.122000000054
cplx_MONOMER_LPCAT1_pc	cplx_MONOMER_LPCAT1	protein_LPCAT1_pc	LPAAT;LPCOAT;LPCPAT;LPCAT;PAFS	LPCAT1	1		ASSUMED MONOMER	protein_LPCAT1_pc(1)	pc	59144.77500000023
cplx_MONOMER_LPCAT3_pc	cplx_MONOMER_LPCAT3	protein_LPCAT3_pc	LPCOAT;LPCPAT;LPCAT;LPEAT;LPSAT;PAFS	LPCAT3	1		ASSUMED MONOMER	protein_LPCAT3_pc(1)	pc	56043.537000000164
cplx_MONOMER_LPIN2_pc	cplx_MONOMER_LPIN2	protein_LPIN2_pc	PAPP;PAPPO	LPIN2	1			protein_LPIN2_pc(1)	pc	99363.14899999989
cplx_HOMOHEXAMER_LRRC8A_pc	cplx_HOMOHEXAMER_LRRC8A	protein_LRRC8A_pc	ALABt;ASPte;Clt;GLUte;INOSTt;TAURt;It	LRRC8A	6			protein_LRRC8A_pc(6)	pc	565211.2320000001
cplx_MONOMER_LSS_pc	cplx_MONOMER_LSS	protein_LSS_pc	LNSTLS	LSS	1			protein_LSS_pc(1)	pc	83296.93200000009
cplx_MONOMER_LTA4H_pc	cplx_MONOMER_LTA4H	protein_LTA4H_pc	LTA4H;LTA5H;FLDPP;FYDPP;KLDPP;LGFTPAP;LGGTPAP;LLLTPAP;PFDPP;PLDPP;YYYTPAP	LTA4H	1			protein_LTA4H_pc(1)	pc	69272.52200000022
cplx_MONOMER_LYN_pc	cplx_MONOMER_LYN	protein_LYN_pc	PROTYK	LYN	1		ASSUMED MONOMER	protein_LYN_pc(1)	pc	58572.54900000022
cplx_HOMODIMER_LYPLA1_pc	cplx_HOMODIMER_LYPLA1	protein_LYPLA1_pc	LPCLPLB;LPELPLB;LPILPLB;LPSLPLB;PROTCSAE_14_0;PROTCSAE_16_0;PROTCSAE_18_0	LYPLA1	2			protein_LYPLA1_pc(2)	pc	49334.74800000001
cplx_MONOMER_LYPLA2_pc	cplx_MONOMER_LYPLA2	protein_LYPLA2_pc	LPCLPLB;LPALPLB;LPSLPLB;PGD21GH;PGDF21GH;PGE21GH;PROTCSAE_14_0;PROTCSAE_16_0;PROTCSAE_18_0	LYPLA2	1		ASSUMED MONOMER	protein_LYPLA2_pc(1)	pc	24735.75300000001
cplx_MONOMER_LYPLAL1_pc	cplx_MONOMER_LYPLAL1	protein_LYPLAL1_pc	PROTCSAE_14_0;PROTCSAE_16_0;PROTCSAE_18_0	LYPLAL1	1		ASSUMED MONOMER	protein_LYPLAL1_pc(1)	pc	26317.212999999992
cplx_MONOMER_MAN2C1_pc	cplx_MONOMER_MAN2C1	protein_MAN2C1_pc	A_MANASE	MAN2C1	1			protein_MAN2C1_pc(1)	pc	115816.01599999962
cplx_HOMODIMER_MAP2K1_pc	cplx_HOMODIMER_MAP2K1	protein_MAP2K1_pc	PROTSK;PROTTK;PROTYK	MAP2K1	2			protein_MAP2K1_pc(2)	pc	86869.22200000021
cplx_HETERODIMER_MAP2K1_MAP2K2_pc	cplx_HETERODIMER_MAP2K1_MAP2K2	protein_MAP2K1_pc;protein_MAP2K2_pc	PROTSK;PROTTK;PROTYK	MAP2K1;MAP2K2	1;1			protein_MAP2K1_pc(1);protein_MAP2K2_pc(1)	pc	87853.2990000002
cplx_HOMODIMER_MAP2K2_pc	cplx_HOMODIMER_MAP2K2	protein_MAP2K2_pc	PROTSK;PROTTK;PROTYK	MAP2K2	2			protein_MAP2K2_pc(2)	pc	88837.3760000002
cplx_HOMODIMER_MAP2K3_pc	cplx_HOMODIMER_MAP2K3	protein_MAP2K3_pc	PROTSK;PROTTK;PROTYK	MAP2K3	2			protein_MAP2K3_pc(2)	pc	78636.1460000001
cplx_HETERODIMER_MAP2K3_MAP2K6_pc	cplx_HETERODIMER_MAP2K3_MAP2K6	protein_MAP2K3_pc;protein_MAP2K6_pc	PROTSK;PROTTK;PROTYK	MAP2K3;MAP2K6	1;1			protein_MAP2K3_pc(1);protein_MAP2K6_pc(1)	pc	76810.1120000001
cplx_HOMODIMER_MAP2K6_pc	cplx_HOMODIMER_MAP2K6	protein_MAP2K6_pc	PROTSK;PROTTK;PROTYK	MAP2K6	2			protein_MAP2K6_pc(2)	pc	74984.0780000001
cplx_HOMODIMER_MAPK1_pc	cplx_HOMODIMER_MAPK1	protein_MAPK1_pc	PROTSK;PROTTK	MAPK1	2			protein_MAPK1_pc(2)	pc	82772.63800000008
cplx_HETERODIMER_MAPK14_MAPKAPK2_pc	cplx_HETERODIMER_MAPK14_MAPKAPK2	protein_MAPK14_pc;protein_MAPKAPK2_pc	PROTSK;PROTTK	MAPK14;MAPKAPK2	1;1			protein_MAPK14_pc(1);protein_MAPKAPK2_pc(1)	pc	86855.25400000015
cplx_HOMODIMER_MAPK3_pc	cplx_HOMODIMER_MAPK3	protein_MAPK3_pc	PROTSK;PROTTK	MAPK3	2			protein_MAPK3_pc(2)	pc	86262.30800000009
cplx_MONOMER_MARS1_pc	cplx_MONOMER_MARS1	protein_MARS1_pc	METTRS	MARS1	1			protein_MARS1_pc(1)	pc	101102.71299999974
cplx_HETEROHEXAMER_MAT2A_MAT2B_pc	cplx_HETEROHEXAMER_MAT2A_MAT2B	protein_MAT2A_pc;protein_MAT2B_pc	METAT;SELMETAT	MAT2A;MAT2B	4;2			protein_MAT2A_pc(4);protein_MAT2B_pc(2)	pc	249713.78800000058
cplx_MONOMER_MBLAC2_pc	cplx_MONOMER_MBLAC2	protein_MBLAC2_pc	FACOAE_12_0;FACOAE_13_0;FACOAE_14_0;FACOAE_14_5Z;FACOAE_14_7Z;FACOAE_14_9Z;FACOAE_15_0;FACOAE_16_0;FACOAE_16_7Z;FACOAE_16_9Z;FACOAE_17_0;FACOAE_17_10Z;FACOAE_17_9Z;FACOAE_18_0;FACOAE_18_11Z;FACOAE_18_13Z;FACOAE_18_6Z9Z;FACOAE_18_6Z9Z12Z;FACOAE_18_6Z9Z12Z15Z;FACOAE_18_7Z;FACOAE_18_9E;FACOAE_18_9Z;FACOAE_18_9Z12Z;FACOAE_18_9Z12Z15Z;FACOAE_19_0;FACOAE_20_0;FACOAE_20_11Z;FACOAE_20_11Z14Z;FACOAE_20_11Z14Z17Z;FACOAE_20_13Z;FACOAE_20_5Z8Z11Z;FACOAE_20_5Z8Z11Z14Z;FACOAE_20_5Z8Z11Z14Z17Z;FACOAE_20_8Z11Z;FACOAE_20_8Z11Z14Z;FACOAE_20_8Z11Z14Z17Z;FACOAE_20_9Z	MBLAC2	1		ASSUMED MONOMER	protein_MBLAC2_pc(1)	pc	31368.194000000003
cplx_MONOMER_MBOAT2_pc	cplx_MONOMER_MBOAT2	protein_MBOAT2_pc	LPAAT;LPEAT	MBOAT2	1		ASSUMED MONOMER	protein_MBOAT2_pc(1)	pc	59530.29000000024
cplx_HOMODIMER_MDH1_pc	cplx_HOMODIMER_MDH1	protein_MDH1_pc	MDH;L2HGDHx;SLDx;34HPLDH;PHLAC	MDH1	2			protein_MDH1_pc(2)	pc	72851.6080000001
cplx_HOMODIMER_MDH2_pc	cplx_HOMODIMER_MDH2	protein_MDH2_pc	MDH;L2HGDHx;SLDx;34HPLDH;PHLAC	MDH2	2			protein_MDH2_pc(2)	pc	71020.06200000006
cplx_MONOMER_MDP1_pc	cplx_MONOMER_MDP1	protein_MDP1_pc	PROTKF6PPP;PROTYPP	MDP1	1			protein_MDP1_pc(1)	pc	20105.645999999997
cplx_HOMOTETRAMER_ME1_pc	cplx_HOMOTETRAMER_ME1	protein_ME1_pc	ME2;OAADC	ME1	4			protein_ME1_pc(4)	pc	256559.85200000092
cplx_MONOMER_MFSD2B_pc	cplx_MONOMER_MFSD2B	protein_MFSD2B_pc	SPH1tex;SPHS1tex	MFSD2B	1		ASSUMED MONOMER	protein_MFSD2B_pc(1)	pc	53754.64400000024
cplx_HOMOTRIMER_MGST2_pc	cplx_HOMOTRIMER_MGST2	protein_MGST2_pc	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;GTHLEUKTRA4;GTHLEUKTRA5;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	MGST2	3			protein_MGST2_pc(3)	pc	49885.46099999995
cplx_HOMOTRIMER_MIF_pc	cplx_HOMOTRIMER_MIF	protein_MIF_pc	34HPPT;DCT;PHPYRT	MIF	3			protein_MIF_pc(3)	pc	37431.62699999997
cplx_MONOMER_MINPP1_pc	cplx_MONOMER_MINPP1	protein_MINPP1_pc	MI145P5PP;DPG3P;MI13456P3PP;MI1345P3PP;MI1456P6PP;MI14P1PP;MI14P4PP	MINPP1	1		ASSUMED MONOMER	protein_MINPP1_pc(1)	pc	55052.715000000135
cplx_MONOMER_MPI_pc	cplx_MONOMER_MPI	protein_MPI_pc	MAN6PI	MPI	1		ASSUMED MONOMER	protein_MPI_pc(1)	pc	46646.420000000115
cplx_HOMODIMER_MPO_pc	cplx_HOMODIMER_MPO	protein_MPO_pc	MPOe	MPO	2			protein_MPO_pc(2)	pc	167769.97400000048
cplx_MONOMER_MPST_pc	cplx_MONOMER_MPST	protein_MPST_pc	MCPST4;HTSULDHLA;MCPST	MPST	1			protein_MPST_pc(1)	pc	33173.106000000014
cplx_COMPLEX_MPST_TXN_pc	cplx_COMPLEX_MPST_TXN	protein_MPST_pc;protein_TXN_pc	MCPST3	MPST;TXN	1;2			protein_MPST_pc(1);protein_TXN_pc(2)	pc	56637.83800000002
cplx_COMPLEX_MPST_TXNDC17_pc	cplx_COMPLEX_MPST_TXNDC17	protein_MPST_pc;protein_TXNDC17_pc	MCPST3	MPST;TXNDC17	1;2			protein_MPST_pc(1);protein_TXNDC17_pc(2)	pc	61046.41399999999
cplx_COMPLEX_MPST_TXNL1_pc	cplx_COMPLEX_MPST_TXNL1	protein_MPST_pc;protein_TXNL1_pc	MCPST3	MPST;TXNL1	1;2			protein_MPST_pc(1);protein_TXNL1_pc(2)	pc	97648.95600000005
cplx_HOMODIMER_MRI1_pc	cplx_HOMODIMER_MRI1	protein_MRI1_pc	MTRI	MRI1	2			protein_MRI1_pc(2)	pc	78286.80800000018
cplx_MONOMER_MSRA_pc	cplx_MONOMER_MSRA	protein_MSRA_pc	PROTMSOXTRD;METSOXTRD	MSRA	1		ASSUMED MONOMER	protein_MSRA_pc(1)	pc	18962.073999999993
cplx_HOMOTRIMER_MTAP_pc	cplx_HOMOTRIMER_MTAP	protein_MTAP_pc	MTAP	MTAP	3			protein_MTAP_pc(3)	pc	93704.32500000001
cplx_HOMODIMER_MTHFD1_pc	cplx_HOMODIMER_MTHFD1	protein_MTHFD1_pc	FTHFL;MTHFC;MTHFD	MTHFD1	2			protein_MTHFD1_pc(2)	pc	203056.52199999947
cplx_HETERODIMER_MTM1_MTMR12_pc	cplx_HETERODIMER_MTM1_MTMR12	protein_MTM1_pc;protein_MTMR12_pc	PI35P3P;PI3PP	MTM1;MTMR12	1;1			protein_MTM1_pc(1);protein_MTMR12_pc(1)	pc	156070.98300000018
cplx_HOMODIMER_MTMR1_pc	cplx_HOMODIMER_MTMR1	protein_MTMR1_pc	PI35P3P;PI3PP	MTMR1	2			protein_MTMR1_pc(2)	pc	149348.1380000003
cplx_HETERODIMER_MTMR2_MTMR12_pc	cplx_HETERODIMER_MTMR2_MTMR12	protein_MTMR12_pc;protein_MTMR2_pc	PI35P3P;PI3PP	MTMR12;MTMR2	1;1			protein_MTMR12_pc(1);protein_MTMR2_pc(1)	pc	159515.39700000017
cplx_HOMODIMER_MTMR2_pc	cplx_HOMODIMER_MTMR2	protein_MTMR2_pc	PI35P3P;PI3PP	MTMR2	2			protein_MTMR2_pc(2)	pc	146759.08800000043
cplx_HETERODIMER_MTMR2_SBF1_pc	cplx_HETERODIMER_MTMR2_SBF1	protein_MTMR2_pc;protein_SBF1_pc	PI35P3P;PI3PP	MTMR2;SBF1	1;1			protein_MTMR2_pc(1);protein_SBF1_pc(1)	pc	281807.80199999805
cplx_HOMODIMER_MVD_pc	cplx_HOMODIMER_MVD	protein_MVD_pc	DPMVD	MVD	2			protein_MVD_pc(2)	pc	86806.3800000002
cplx_HOMODIMER_NADK2_pc	cplx_HOMODIMER_NADK2	protein_NADK2_pc	NADK	NADK2	2			protein_NADK2_pc(2)	pc	98873.01600000032
cplx_HOMOHEXAMER_NADSYN1_pc	cplx_HOMOHEXAMER_NADSYN1	protein_NADSYN1_pc	NADS2	NADSYN1	6			protein_NADSYN1_pc(6)	pc	475650.1620000014
cplx_COMPLEX_UBA3_NAE_NEDD8_pc	cplx_COMPLEX_UBA3_NAE_NEDD8	protein_NAE1_pc;protein_NEDD8_pc;protein_UBA3_pc	NEDD8E1ACT	NAE1;NEDD8;UBA3	1;1;1			protein_NAE1_pc(1);protein_NEDD8_pc(1);protein_UBA3_pc(1)	pc	121139.97700000039
cplx_HOMODIMER_NAGK_pc	cplx_HOMODIMER_NAGK	protein_NAGK_pc	ACGAMK;AMANK	NAGK	2			protein_NAGK_pc(2)	pc	74736.61200000012
cplx_HOMODIMER_NAMPT_pc	cplx_HOMODIMER_NAMPT	protein_NAMPT_pc	NMNS	NAMPT	2			protein_NAMPT_pc(2)	pc	111037.18200000045
cplx_MONOMER_NANP_pc	cplx_MONOMER_NANP	protein_NANP_pc	ACNAMPH	NANP	1			protein_NANP_pc(1)	pc	27809.876000000015
cplx_MONOMER_NANS_pc	cplx_MONOMER_NANS	protein_NANS_pc	ACNAM9PL;ACNAM9PL2;ACNAM9PL3	NANS	1		ASSUMED MONOMER	protein_NANS_pc(1)	pc	40303.14500000008
cplx_HOMODIMER_NAPEPLD_pc	cplx_HOMODIMER_NAPEPLD	protein_NAPEPLD_pc	NAPEPLD	NAPEPLD	2			protein_NAPEPLD_pc(2)	pc	91170.00600000015
cplx_HOMODIMER_NAPRT_pc	cplx_HOMODIMER_NAPRT	protein_NAPRT_pc	NAMNPP;NAPRT	NAPRT	2			protein_NAPRT_pc(2)	pc	115141.2220000006
cplx_HOMODIMER_NARS1_pc	cplx_HOMODIMER_NARS1	protein_NARS1_pc	ASNTRS	NARS1	2			protein_NARS1_pc(2)	pc	125868.65200000042
cplx_MONOMER_NAXD_pc	cplx_MONOMER_NAXD	protein_NAXD_pc	NADHXD;NADPHXD	NAXD	1			protein_NAXD_pc(1)	pc	36577.68200000006
cplx_HOMODIMER_NAXE_pc	cplx_HOMODIMER_NAXE	protein_NAXE_pc	NADHXE;NADPHXE	NAXE	2			protein_NAXE_pc(2)	pc	63350.63400000004
cplx_MONOMER_NCEH1_pc	cplx_MONOMER_NCEH1	protein_NCEH1_pc	XOLEST2EH;DAGOACAH	NCEH1	1		ASSUMED MONOMER	protein_NCEH1_pc(1)	pc	45806.39600000014
cplx_COMPLEX_UBE2M_NEDD8_pc	cplx_COMPLEX_UBE2M_NEDD8	protein_NEDD8_pc;protein_UBE2M_pc	NEDD8E1E2T	NEDD8;UBE2M	1;1;1			protein_NEDD8_pc(1);protein_UBE2M_pc(1)	pc	29973.270999999982
cplx_MONOMER_NEU1_pc	cplx_MONOMER_NEU1	protein_NEU1_pc	NEU25;NEU31;NEU32;NEU34;NEU36;NEU31e;NEU32e;NEU33e;NEU34e;NEU35e;NEU36e;NEU37e;NEU39e	NEU1	1		ASSUMED MONOMER	protein_NEU1_pc(1)	pc	45459.879000000125
cplx_MONOMER_NEU2_pc	cplx_MONOMER_NEU2	protein_NEU2_pc	NEU24;NEU25;NEU31;NEU32;NEU33;NEU34;NEU36	NEU2	1		ASSUMED MONOMER	protein_NEU2_pc(1)	pc	42249.23600000009
cplx_MONOMER_NEU3_pc	cplx_MONOMER_NEU3	protein_NEU3_pc	NEU25;NEU31;NEU32;NEU34;NEU36;NEU31e;NEU32e;NEU33e;NEU34e;NEU35e;NEU36e;NEU37e;NEU39e	NEU3	1		ASSUMED MONOMER	protein_NEU3_pc(1)	pc	48249.54100000011
cplx_HOMODIMER_NIT1_pc	cplx_HOMODIMER_NIT1	protein_NIT1_pc	DGSHAMID;DOPHAMID	NIT1	2			protein_NIT1_pc(2)	pc	63710.47200000003
cplx_HOMODIMER_NIT2_pc	cplx_HOMODIMER_NIT2	protein_NIT2_pc	OXOGAH;OXOSUCAH	NIT2	2			protein_NIT2_pc(2)	pc	61215.374000000054
cplx_HOMOHEXAMER_NME1_pc	cplx_HOMOHEXAMER_NME1	protein_NME1_pc	NDPK1;NDPK2;NDPK3;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1	6			protein_NME1_pc(6)	pc	102873.32399999982
cplx_HETEROHEXAMER_NME1_NME2_1A1B_pc	cplx_HETEROHEXAMER_NME1_NME2_1A1B	protein_NME1_pc;protein_NME2_pc	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1;NME2	1;5			protein_NME1_pc(1);protein_NME2_pc(5)	pc	103645.04399999988
cplx_HETEROHEXAMER_NME1_NME2_2A1B_pc	cplx_HETEROHEXAMER_NME1_NME2_2A1B	protein_NME1_pc;protein_NME2_pc	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1;NME2	2;4			protein_NME1_pc(2);protein_NME2_pc(4)	pc	103490.69999999987
cplx_HETEROHEXAMER_NME1_NME2_3A1B_pc	cplx_HETEROHEXAMER_NME1_NME2_3A1B	protein_NME1_pc;protein_NME2_pc	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1;NME2	3;3			protein_NME1_pc(3);protein_NME2_pc(3)	pc	103336.35599999985
cplx_HETEROHEXAMER_NME1_NME2_4A1B_pc	cplx_HETEROHEXAMER_NME1_NME2_4A1B	protein_NME1_pc;protein_NME2_pc	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1;NME2	4;2			protein_NME1_pc(4);protein_NME2_pc(2)	pc	103182.01199999984
cplx_HETEROHEXAMER_NME1_NME2_5A1B_pc	cplx_HETEROHEXAMER_NME1_NME2_5A1B	protein_NME1_pc;protein_NME2_pc	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1;NME2	5;1			protein_NME1_pc(5);protein_NME2_pc(1)	pc	103027.66799999983
cplx_HETEROHEXAMER_NME1_NME3_3A3C_pc	cplx_HETEROHEXAMER_NME1_NME3_3A3C	protein_NME1_pc;protein_NME3_pc	NDPK1;NDPK2;NDPK3;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;5FLUDPK	NME1;NME3	3;3			protein_NME1_pc(3);protein_NME3_pc(3)	pc	108484.29899999985
cplx_HOMOHEXAMER_NME2_pc	cplx_HOMOHEXAMER_NME2	protein_NME2_pc	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME2	6			protein_NME2_pc(6)	pc	103799.38799999988
cplx_HOMOHEXAMER_NME3_pc	cplx_HOMOHEXAMER_NME3	protein_NME3_pc	NDPK1;NDPK2;NDPK3;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;5FLUDPK	NME3	6			protein_NME3_pc(6)	pc	114095.27399999987
cplx_HOMOTETRAMER_NMNAT3_pc	cplx_HOMOTETRAMER_NMNAT3	protein_NMNAT3_pc	NMNAT;NNAT;4PYRNMAT;NMNHAT	NMNAT3	4			protein_NMNAT3_pc(4)	pc	113313.92
cplx_HOMODIMER_NOS3_pc	cplx_HOMODIMER_NOS3	protein_NOS3_pc	NOS1;NOS2	NOS3	2			protein_NOS3_pc(2)	pc	266543.0439999992
cplx_MONOMER_NPEPPS_pc	cplx_MONOMER_NPEPPS	protein_NPEPPS_pc	2ABUTGLYDP;AMPTASECG	NPEPPS	1			protein_NPEPPS_pc(1)	pc	103254.17199999969
cplx_HOMOTETRAMER_NPL_pc	cplx_HOMOTETRAMER_NPL	protein_NPL_pc	ACNML	NPL	4			protein_NPL_pc(4)	pc	140628.57600000015
cplx_COMPLEX_VCP_NPLOC4_UFD1_UBXN1_pc	cplx_COMPLEX_VCP_NPLOC4_UFD1_UBXN1	protein_NPLOC4_pc;protein_UBXN1_pc;protein_UFD1_pc;protein_VCP_pc	NTPA	NPLOC4;UBXN1;UFD1;VCP	1;6			protein_NPLOC4_pc(1);protein_UBXN1_pc(6)	pc	267996.8570000005
cplx_COMPLEX_VCP_NPLOC4_UFD1_UBXN7_pc	cplx_COMPLEX_VCP_NPLOC4_UFD1_UBXN7	protein_NPLOC4_pc;protein_UBXN7_pc;protein_UFD1_pc;protein_VCP_pc	NTPA	NPLOC4;UBXN7;UFD1;VCP	1;6			protein_NPLOC4_pc(1);protein_UBXN7_pc(6)	pc	397127.3390000013
cplx_COMPLEX_VCP_NPLOC4_UFD1_pc	cplx_COMPLEX_VCP_NPLOC4_UFD1	protein_NPLOC4_pc;protein_UFD1_pc;protein_VCP_pc	NTPA	NPLOC4;UFD1;VCP	1;6			protein_NPLOC4_pc(1);protein_UFD1_pc(6)	pc	275095.61900000036
cplx_HOMODIMER_NQO2_pc	cplx_HOMODIMER_NQO2	protein_NQO2_pc	ESTRADIOL23Q2ERz;ESTRADIOL34Q2ERz;ESTRONE23Q2ERz;ESTRONE34Q2ERz;Q102ERz;ADRNCHR2ERz;ADRNLQ2ERz_L;DOPAQ2ERz_L;DPAMCHR2ERz;DPAMQ2ERz_L;DPCHR2ERz_L;IND56Q2ERz;NRPPHRCHR2ERz;NRPPHRQ2ERz_L	NQO2	2			protein_NQO2_pc(2)	pc	51828.588
cplx_MONOMER_NRAS_pc	cplx_MONOMER_NRAS	protein_NRAS_pc	NTPG	NRAS	1		ASSUMED MONOMER	protein_NRAS_pc(1)	pc	21222.95599999999
cplx_HOMOHEXAMER_NSF_pc	cplx_HOMOHEXAMER_NSF	protein_NSF_pc	NTPA	NSF	6			protein_NSF_pc(6)	pc	495543.5880000007
cplx_COMPLEX_VCP_NSFL1C_pc	cplx_COMPLEX_VCP_NSFL1C	protein_NSFL1C_pc;protein_VCP_pc	NTPA	NSFL1C;VCP	3;6			protein_NSFL1C_pc(3);protein_VCP_pc(6)	pc	657437.7840000008
cplx_HOMODIMER_NT5C_pc	cplx_HOMODIMER_NT5C	protein_NT5C_pc	NICHYD;NMNHYD;NTD2AMP;NTD2CMP;NTD2GMP;NTD2UMP;NTDDIMP;NTDDAMP;NTDDGMP;NTDDUMP;NTDDTMP	NT5C	2			protein_NT5C_pc(2)	pc	46759.05199999998
cplx_HOMOTETRAMER_NT5C2_pc	cplx_HOMOTETRAMER_NT5C2	protein_NT5C2_pc	NICHYD;NTDIMP;NMNHYD;NTDAMP;NTDGMP;4PYRNN;CMPINSPT;AMPINSPT;DGMPGSNPT;DGMPINSPT;DIMPGSNPT;DIMPINSPT;IMGPT;NTDXMP;NTDDIMP;NTDDGMP;NTDSAMP;NTDSZMP;NTDZMP;UMPINSPT;RBVIMPT;RBVNTD	NT5C2	4			protein_NT5C2_pc(4)	pc	259820.46000000107
cplx_MONOMER_NT5C3A_pc	cplx_MONOMER_NT5C3A	protein_NT5C3A_pc	NTDUMP;DTMPCYTDPT;DTMPURIPT;DCMPCYTDPT;DCMPURIPT;DUMPCYTDPT;DUMPURIPT;NTDDUMP;NTDDCMP;NTDCMP;NTDDTMP;UMPCYTDPT	NT5C3A	1			protein_NT5C3A_pc(1)	pc	33906.78000000003
cplx_MONOMER_NUDT2_pc	cplx_MONOMER_NUDT2	protein_NUDT2_pc	AP4AH1;GP4AH1	NUDT2	1		ASSUMED MONOMER	protein_NUDT2_pc(1)	pc	16821.02399999999
cplx_MONOMER_NUDT3_pc	cplx_MONOMER_NUDT3	protein_NUDT3_pc	AP4AH1;AP5AH1;AP6AH1;PPA2	NUDT3	1			protein_NUDT3_pc(1)	pc	19468.777
cplx_MONOMER_NUDT4_pc	cplx_MONOMER_NUDT4	protein_NUDT4_pc	5INS7P5PP;AP6AH2;PRPPPP	NUDT4	1			protein_NUDT4_pc(1)	pc	20303.825
cplx_HOMODIMER_NUDT5_pc	cplx_HOMODIMER_NUDT5	protein_NUDT5_pc	ADPMNDP;ADPRDP;ADPRUDP;ATPR5PT;ADPGLCDP	NUDT5	2			protein_NUDT5_pc(2)	pc	48630.60200000002
cplx_MONOMER_OARD1_pc	cplx_MONOMER_OARD1	protein_OARD1_pc	ADPRDACAC2;NADN2	OARD1	1		ASSUMED MONOMER	protein_OARD1_pc(1)	pc	17027.591999999982
cplx_HOMODIMER_ODC1_pc	cplx_HOMODIMER_ODC1	protein_ODC1_pc	ORNDC	ODC1	2			protein_ODC1_pc(2)	pc	102265.29600000031
cplx_MONOMER_OGA_pc	cplx_MONOMER_OGA	protein_OGA_pc	PROTS3OACGAMH;PROTT3OACGAMH	OGA	1			protein_OGA_pc(1)	pc	102868.88099999964
cplx_HOMOTRIMER_OGT_pc	cplx_HOMOTRIMER_OGT	protein_OGT_pc	PROTSACGAMT;PROTTACGAMT	OGT	3			protein_OGT_pc(3)	pc	223592.5230000008
cplx_MONOMER_OGT_pc	cplx_MONOMER_OGT	protein_OGT_pc	PROTSACGAMT;PROTTACGAMT	OGT	1			protein_OGT_pc(1)	pc	74530.84100000026
cplx_MONOMER_OXSR1_pc	cplx_MONOMER_OXSR1	protein_OXSR1_pc	PROTSK;PROTTK	OXSR1	1		ASSUMED MONOMER	protein_OXSR1_pc(1)	pc	58015.61100000024
cplx_HOMOTRIMER_P2RX1_pc	cplx_HOMOTRIMER_P2RX1	protein_P2RX1_pc	CA2t;NAt;Kt1	P2RX1	3			protein_P2RX1_pc(3)	pc	134960.16300000035
