reaction	genes	rho	pvalue	subsystem	category
THYMt	SLC29A1;SLC43A3	0.7986983496164334	0.0	Transport, extracellular	Transport reactions
URAt	SLC29A1;SLC43A3	0.7986983496164334	0.0	Transport, extracellular	Transport reactions
34DHALDDx	ALDH3A1;ALDH3B1	0.795863337863389	0.0	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
3M4HDXPACx	ALDH3A1;ALDH3B1	0.795863337863389	0.0	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
HISTANMT	HNMT	0.7914693573293037	0.0	Histidine metabolism	Amino acid metabolism
TYRtec	SLC16A10;SLC3A2;SLC43A1;SLC43A2;SLC7A5	0.7909103279655795	0.0	Transport, extracellular	Transport reactions
MACOXO	ALDH3A1;ALDH3A2;ALDH3B1	0.7904898124215084	0.0	Histidine metabolism	Amino acid metabolism
34DHALDDy	ALDH3A1;ALDH3B1	0.7903205889502352	0.0	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
3M4HDXPACy	ALDH3A1;ALDH3B1	0.7903205889502352	0.0	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
34DHXMANDACOXx	ALDH3A1;ALDH3B1	0.7894348880679309	0.0	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
34DHXMANDACOXy	ALDH3A1;ALDH3B1	0.7883784920240338	0.0	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DHEASte	SLCO1A2;SLCO2B1	0.7862701359226941	0.0	Transport, extracellular	Transport reactions
OROTGLUex	SLC22A7	0.7815010112585034	0.0	Transport, extracellular	Transport reactions
34DHOXMANDMT	COMT	0.7795954784212533	0.0	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
34DHPHAMT	COMT	0.7789554072166927	0.0	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
CITt	ANKH	0.7700394471188795	0.0	Transport, extracellular	Transport reactions
GLCM	GALM	0.7675262906162239	0.0	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
LALD_Ly	AKR1B1	0.7495658275880718	0.0	Pyruvate metabolism	Carbohydrate metabolism
ADNt	SLC29A1	0.7452977279143578	0.0	Transport, extracellular	Transport reactions
NMNN	CD38	0.7430791737714547	0.0	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
ADEt	SLC29A1;SLC43A3	0.7402356741300546	1.3715e-320	Transport, extracellular	Transport reactions
5FTHF_THMMPtex	SLC19A1	0.7349432513740883	1.01016699715e-313	Transport, extracellular	Transport reactions
5MTHF_THMMPtex	SLC19A1	0.7349432513740883	1.01016699715e-313	Transport, extracellular	Transport reactions
2DINSt	SLC29A1	0.7281107541351524	4.2536862727367705e-305	Transport, extracellular	Transport reactions
THF_THMMPtex	SLC19A1	0.722673166431964	2.024848257626649e-298	Transport, extracellular	Transport reactions
DGCHOLte	SLCO1A2	0.7218506911911475	2.0068693856471424e-297	Transport, extracellular	Transport reactions
GCHOLAte	SLCO1A2	0.7218506911911475	2.0068693856471424e-297	Transport, extracellular	Transport reactions
GDCHOLAte	SLCO1A2	0.7218506911911475	2.0068693856471424e-297	Transport, extracellular	Transport reactions
GUDCHOLAte	SLCO1A2	0.7218506911911475	2.0068693856471424e-297	Transport, extracellular	Transport reactions
TDCHOLAte	SLCO1A2	0.7218506911911475	2.0068693856471424e-297	Transport, extracellular	Transport reactions
TUDCHOLAte	SLCO1A2	0.7218506911911475	2.0068693856471424e-297	Transport, extracellular	Transport reactions
CHOLATEt	SLCO1A2;SLCO2B1	0.7218506911911475	2.0068693856471424e-297	Transport, extracellular	Transport reactions
TCHOLAte	SLCO1A2;SLCO2B1	0.7218506911911475	2.0068693856471424e-297	Transport, extracellular	Transport reactions
ARDFE2	ADI1	0.7193875816664063	1.837571049902783e-294	Cysteine and methionine metabolism	Amino acid metabolism
ARDNI2	ADI1	0.7193875816664063	1.837571049902783e-294	Cysteine and methionine metabolism	Amino acid metabolism
RNAMt	SLC29A1	0.7152181213708788	1.6060842765153553e-289	Transport, extracellular	Transport reactions
2DURIt	SLC29A1	0.7145984560842913	8.562122082514343e-289	Transport, extracellular	Transport reactions
THYMDt	SLC29A1	0.7145984560842913	8.562122082514343e-289	Transport, extracellular	Transport reactions
2DGSNt	SLC29A1	0.7136869150580012	9.958925884420298e-288	Transport, extracellular	Transport reactions
AGDC	AMDHD2	0.709009181602102	2.520807997376532e-282	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
PROTSACGAMT	OGT	0.7081113744507207	2.6688137271039554e-281	Protein modification	Other
PROTTACGAMT	OGT	0.7081113744507207	2.6688137271039554e-281	Protein modification	Other
CHLP	PHOSPHO1	0.706602494478585	1.379783713094517e-279	Glycerophospholipid metabolism	Lipid metabolism
AICAK	ADK	0.7008110451126666	4.132572283694712e-273	Purine metabolism	Nucleotide metabolism
GLPASE1	PYGB;PYGL;PYGM	0.6978764527841379	6.8931736155863886e-270	Starch and sucrose metabolism	Carbohydrate metabolism
GLPASE2	PYGB;PYGL;PYGM	0.6978764527841379	6.8931736155863886e-270	Starch and sucrose metabolism	Carbohydrate metabolism
RNAMHt	SLC29A1	0.693796539330481	1.7927655007389174e-265	Transport, extracellular	Transport reactions
LDOPAMT	COMT	0.6930596369873898	1.1042757831009428e-264	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
AMGLSDASEa	AGL	0.6903671738432215	8.085652176922232e-262	Starch and sucrose metabolism	Carbohydrate metabolism
GLDBRAN	AGL	0.6903671738432215	8.085652176922232e-262	Starch and sucrose metabolism	Carbohydrate metabolism
PROTKTnAgGALT	C1GALT1;C1GALT1C1	0.6903671738432215	8.085652176922232e-262	Protein modification	Other
PROTSTnAgGALT	C1GALT1;C1GALT1C1	0.6903671738432215	8.085652176922232e-262	Protein modification	Other
PROTSACGALT	GALNT10;GALNT2;GALNT4;GALNT5;GALNT6;GALNT7	0.6903671738432215	8.085652176922232e-262	Protein modification	Other
PROTTACGALT	GALNT10;GALNT2;GALNT4;GALNT5;GALNT6;GALNT7	0.6903671738432215	8.085652176922232e-262	Protein modification	Other
GGNG	GYG1;GYS1	0.6903671738432215	8.085652176922232e-262	Starch and sucrose metabolism	Carbohydrate metabolism
GLGNS1	GYG1;GYS1	0.6903671738432215	8.085652176922232e-262	Starch and sucrose metabolism	Carbohydrate metabolism
ICDHy	IDH1;IDH2	0.6873719265777428	1.1421367374842989e-258	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
ACGAMK	NAGK	0.6819794136687655	4.299215004835796e-253	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
PESCRt	PLSCR1;PLSCR4	0.6758833700404718	6.207940518628291e-247	Transport, extracellular	Transport reactions
ABUTDx	ALDH1A1;ALDH3A2;ALDH9A1	0.6661694001273512	2.02439778812011e-237	Arginine and proline metabolism	Amino acid metabolism
THBPT4ACAMDASE	PCBD1;PCBD2	0.6611494169115419	1.2105843276167956e-232	Biopterin metabolism	Metabolism of cofactors and vitamins
4HPROLTASCT1	SLC1A4	0.6477919296541459	2.2576207665385637e-220	Transport, extracellular	Transport reactions
SPMDtex2	PANX1;SLC22A16	0.6462295212247997	5.6066601588488544e-219	Transport, extracellular	Transport reactions
4PYRNK	ADK	0.6366300427340462	1.3899738219150993e-210	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
RBVK	ADK	0.6366300427340462	1.3899738219150993e-210	Ribavirin metabolism	Other
ADNK1	ADK	0.6362741617752962	2.80850282056032e-210	Purine metabolism	Nucleotide metabolism
CD2DMT1t	SLC11A2	0.6359451686367158	5.376578530550944e-210	Transport, extracellular	Transport reactions
ME2DMT1t	SLC11A2	0.6359451686367158	5.376578530550944e-210	Transport, extracellular	Transport reactions
CD2_2HCO3t	SLC39A8	0.6359451686367158	5.376578530550944e-210	Transport, extracellular	Transport reactions
MN2_2HCO3t	SLC39A8	0.6359451686367158	5.376578530550944e-210	Transport, extracellular	Transport reactions
CPPP3te	SLCO2B1	0.6319681594209187	1.296634465559948e-206	Transport, extracellular	Transport reactions
ACNAM9PL	NANS	0.6302965378797061	3.309321646508664e-205	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
ACNAM9PL3	NANS	0.6302965378797061	3.309321646508664e-205	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
ALR2y	AKR1A1;AKR1B1;AKR7A2	0.6293684526964755	1.9821619423989728e-204	Pyruvate metabolism	Carbohydrate metabolism
ALR3y	AKR1A1;AKR1B1;AKR7A2	0.6293684526964755	1.9821619423989728e-204	Pyruvate metabolism	Carbohydrate metabolism
PPDOy	AKR1A1;AKR1B1;AKR7A2	0.6293684526964755	1.9821619423989728e-204	Pyruvate metabolism	Carbohydrate metabolism
UBIQE1T	CDC34;UBE2O	0.6222855722580914	1.3927935642362453e-198	Ubiquitin mediated proteolysis	Other
DADNK1	ADK	0.6207895458086449	2.2889795629063025e-197	Purine metabolism	Nucleotide metabolism
NRHK	ADK	0.6207895458086449	2.2889795629063025e-197	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
H2SMT	TMT1A	0.6177913627681615	5.9755992686974084e-195	Sulfur metabolism	Reactive species
SAICAABCte	ABCC5	0.6162800908239041	9.653328297405368e-194	Transport, extracellular	Transport reactions
LCMTPP2A	LCMT1;PPP2CA;PPP2CB	0.6127948885692943	5.574725113111184e-191	Protein modification	Other
PI3P5K	PIP5K1A;PIP5K1C	0.6096962236856115	1.4881263629478282e-188	Inositol phosphate metabolism	Carbohydrate metabolism
ClOXAtex2	SLC26A6	0.6079864028439813	3.1626050540557493e-187	Transport, extracellular	Transport reactions
ARSNA_Cltex	SLC4A1	0.601421447116438	3.328378395556429e-182	Transport, extracellular	Transport reactions
PROTSADPRH	ADPRS	0.6007929840118797	9.928782577753573e-182	Protein modification	Other
AMANK	NAGK	0.596712254853898	1.1309684873225144e-178	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
PSSCRt	ANO6;PLSCR1;PLSCR4	0.5960703659026375	3.390361502695173e-178	Transport, extracellular	Transport reactions
NDPK8	NME1;NME2;NME3	0.5932957809175013	3.791970675292453e-176	Purine metabolism	Nucleotide metabolism
GLBRAN	GBE1	0.5919936125902097	3.415538015217181e-175	Starch and sucrose metabolism	Carbohydrate metabolism
2ABUTtec	SLC3A2;SLC43A1;SLC43A2;SLC7A5	0.5902566966748635	6.309472037762536e-174	Transport, extracellular	Transport reactions
23CGAMP_AICARtex	SLC19A1	0.586544677280008	3.0274866649475694e-171	Transport, extracellular	Transport reactions
23CGAMP_OHtex	SLC19A1	0.586544677280008	3.0274866649475694e-171	Transport, extracellular	Transport reactions
23CGAMP_THMMPtex	SLC19A1	0.586544677280008	3.0274866649475694e-171	Transport, extracellular	Transport reactions
PDEG	PDE1A;PDE2A;PDE3A;PDE3B;PDE5A;PDE9A	0.5841166696609418	1.6446451870335762e-169	Purine metabolism	Nucleotide metabolism
ACNAMPH	NANP	0.5777886617791008	4.674010831174938e-165	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
CAMPtec	SLC22A7	0.5771264220507188	1.3494278764734869e-164	Transport, extracellular	Transport reactions
NDPK7	NME1;NME2;NME3	0.5760005086040055	8.139343686023808e-164	Pyrimidine metabolism	Nucleotide metabolism
NADN	CD38	0.5750975524379138	3.4221098422311246e-163	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NMNHYD	NT5C;NT5C2	0.5749799122827698	4.1248598354264496e-163	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
ALAtec	SLC3A2;SLC43A1;SLC43A2;SLC7A5	0.5749526784062201	4.307078688041068e-163	Transport, extracellular	Transport reactions
CYSTRDX	TXN;TXNDC17;TXNL1	0.5738355266507128	2.5279613256865126e-162	Cysteine and methionine metabolism	Amino acid metabolism
DHLIPTRD	TXN;TXNDC17;TXNL1	0.5738355266507128	2.5279613256865126e-162	Cysteine and methionine metabolism	Amino acid metabolism
HCYSTRDX	TXN;TXNDC17;TXNL1	0.5738355266507128	2.5279613256865126e-162	Cysteine and methionine metabolism	Amino acid metabolism
GK1	GUK1	0.5727209379941085	1.467742528130123e-161	Purine metabolism	Nucleotide metabolism
GK2	GUK1	0.5727209379941085	1.467742528130123e-161	Purine metabolism	Nucleotide metabolism
GK3	GUK1	0.5727209379941085	1.467742528130123e-161	Purine metabolism	Nucleotide metabolism
RBVMPK	GUK1	0.5727209379941085	1.467742528130123e-161	Ribavirin metabolism	Other
LALDO2x	GRHPR	0.5709517779903359	2.361196543160914e-160	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
LALDO2y	GRHPR	0.5709517779903359	2.361196543160914e-160	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
NACCYS_Cltex	SLC4A1	0.5700173135809778	1.017265347107728e-159	Transport, extracellular	Transport reactions
PGH2Ry	AKR1B1;AKR1C3	0.5695936930365293	1.9692993109314449e-159	Prostaglandin biosynthesis	Lipid metabolism
ACGAMPM	PGM3	0.5684624043074727	1.1438834597078048e-158	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
RBVDPK	NME1;NME2	0.5674201110117686	5.750727785048523e-158	Ribavirin metabolism	Other
Clt	CFTR;CLCN2;CLIC1;CLIC2;CLIC3;CLIC4;LRRC8A;PANX1	0.565948048015939	5.5716917014486844e-157	Transport, extracellular	Transport reactions
PDX5PO	PNPO	0.5650116898035337	2.348290516604386e-156	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
PYAM5PO	PNPO	0.5650116898035337	2.348290516604386e-156	Vitamin B6 metabolism	Metabolism of cofactors and vitamins
PGG1S	PTGS1;PTGS2	0.564887079084162	2.842789392797353e-156	Prostaglandin biosynthesis	Lipid metabolism
PGG3S	PTGS1;PTGS2	0.564887079084162	2.842789392797353e-156	Prostaglandin biosynthesis	Lipid metabolism
F6PP	ARMT1	0.558471937248068	4.774560889634785e-152	Fructose and mannose metabolism	Carbohydrate metabolism
GULND	AKR1A1	0.5572845379488108	2.8241975053774645e-151	Pentose and glucuronate interconversions	Carbohydrate metabolism
METHBCYTBR	CYB5A;CYB5B;HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	0.5566890395665693	6.868653627892381e-151	Hemoglobin binding and degradation	Reactive species
NTDDGMP	HDDC2;NT5C;NT5C2	0.5537952704824394	5.028027867559274e-149	Purine metabolism	Nucleotide metabolism
PNTOK	PANK2	0.5532232050607925	1.1690348920231165e-148	Pantothenate and CoA metabolism	Metabolism of cofactors and vitamins
NTDDAMP	HDDC2;NT5C	0.5511166172695269	2.576673803041095e-147	Purine metabolism	Nucleotide metabolism
UDPG4E	GALE	0.5503942169704521	7.404243798844645e-147	Galactose metabolism	Carbohydrate metabolism
PCSCRt	ANO6;PLSCR1;PLSCR4	0.5488078260734021	7.451503830843999e-146	Transport, extracellular	Transport reactions
SPMS	SRM	0.547555982329692	4.568194600654701e-145	Arginine and proline metabolism	Amino acid metabolism
FMNRy	BLVRB	0.5474584780924884	5.259468977110094e-145	Riboflavin metabolism	Metabolism of cofactors and vitamins
PROTYK	FYN;HCK;INSR;JAK3;LYN;MAP2K1;MAP2K2;MAP2K3;MAP2K6;SYK;YES1	0.5472178833449344	7.444950334317377e-145	Protein modification	Other
FACOAL_12_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_13_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_14_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_14_5Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_14_7Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_14_9Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_15_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_16_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_16_7Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_16_9Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_17_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_17_10Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_17_9Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_11Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_13Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_6Z9Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_6Z9Z12Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_6Z9Z12Z15Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_7Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_9E	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_9Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_9Z12Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_18_9Z12Z15Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_19_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_11Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_11Z14Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_11Z14Z17Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_13Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_5Z8Z11Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_5Z8Z11Z14Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_5Z8Z11Z14Z17Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_8Z11Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_8Z11Z14Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_8Z11Z14Z17Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_20_9Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_21_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_10Z13Z16Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_10Z13Z16Z19Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_11Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_13Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_13Z16Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_13Z16Z19Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_4Z7Z10Z13Z16Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_4Z7Z10Z13Z16Z19Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_7Z10Z13Z16Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_22_7Z10Z13Z16Z19Z	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
FACOAL_23_0	ACSL1;ACSL3;ACSL4;ACSL6;SLC27A4	0.5471595842533411	8.098658456501863e-145	Fatty acid activation (cytosolic)	Lipid metabolism
