Variables		Flux and Age	Flux and Age	Flux and BMI	Flux and BMI	Flux and Weight	Flux and Weight	Flux and Height	Flux and Height	Flux and Hemolysis.volume	Flux and Hemolysis.volume	Flux and Hemolysis.hct	Flux and Hemolysis.hct	Flux and Hemolysis.storage_total_hb	Flux and Hemolysis.storage_total_hb	Flux and Hemolysis.storage_pct_hemol	Flux and Hemolysis.storage_pct_hemol	Flux and Hemolysis.pink_total_hb	Flux and Hemolysis.pink_total_hb	Flux and Hemolysis.pink_pct_hemol	Flux and Hemolysis.pink_pct_hemol	Flux and Recall.Transfer.Storage.Hemolysis	Flux and Recall.Transfer.Storage.Hemolysis	Flux and Recall.Transfer.Osmotic.Hemolysis	Flux and Recall.Transfer.Osmotic.Hemolysis	Flux and Recall.Transfer.Oxidative.Hemolysis	Flux and Recall.Transfer.Oxidative.Hemolysis	Flux and Adjusted.Storage.Hemolysis	Flux and Adjusted.Storage.Hemolysis	Flux and Adjusted.Osmotic.Hemolysis	Flux and Adjusted.Osmotic.Hemolysis	Flux and Adjusted.Oxidative.Hemolysis	Flux and Adjusted.Oxidative.Hemolysis	Flux and CBC.WBC	Flux and CBC.WBC	Flux and CBC.RBC	Flux and CBC.RBC	Flux and CBC.HGB	Flux and CBC.HGB	Flux and CBC.HCT	Flux and CBC.HCT	Flux and CBC.MCV	Flux and CBC.MCV	Flux and CBC.RDW	Flux and CBC.RDW	Flux and CBC.PLT	Flux and CBC.PLT	Flux and Ferritin	Flux and Ferritin	subsystem	category
HCYSALANaEx	SLC1A4	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HCYSSERNaEx	SLC1A4	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
HCYSTHRNaEx	SLC1A4	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
SERHCYSNaEx	SLC1A4	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
THRHCYSNaEx	SLC1A4	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
ALACYSNaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
ALASERNaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
ALATHRNaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
CYSALANaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
CYSSERNaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
CYSTHRNaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
SERALANaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
SERCYSNaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
SERTHRNaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
THRALANaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
THRCYSNaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
THRSERNaEx	SLC1A4;SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
ALAASNNaEx	SLC1A5	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Transport, extracellular	Transport reactions
