Variables		Abundance and Age	Abundance and Age	Abundance and BMI	Abundance and BMI	Abundance and Weight	Abundance and Weight	Abundance and Height	Abundance and Height	Abundance and Hemolysis.volume	Abundance and Hemolysis.volume	Abundance and Hemolysis.hct	Abundance and Hemolysis.hct	Abundance and Hemolysis.storage_total_hb	Abundance and Hemolysis.storage_total_hb	Abundance and Hemolysis.storage_pct_hemol	Abundance and Hemolysis.storage_pct_hemol	Abundance and Hemolysis.pink_total_hb	Abundance and Hemolysis.pink_total_hb	Abundance and Hemolysis.pink_pct_hemol	Abundance and Hemolysis.pink_pct_hemol	Abundance and Recall.Transfer.Storage.Hemolysis	Abundance and Recall.Transfer.Storage.Hemolysis	Abundance and Recall.Transfer.Osmotic.Hemolysis	Abundance and Recall.Transfer.Osmotic.Hemolysis	Abundance and Recall.Transfer.Oxidative.Hemolysis	Abundance and Recall.Transfer.Oxidative.Hemolysis	Abundance and Adjusted.Storage.Hemolysis	Abundance and Adjusted.Storage.Hemolysis	Abundance and Adjusted.Osmotic.Hemolysis	Abundance and Adjusted.Osmotic.Hemolysis	Abundance and Adjusted.Oxidative.Hemolysis	Abundance and Adjusted.Oxidative.Hemolysis	Abundance and CBC.WBC	Abundance and CBC.WBC	Abundance and CBC.RBC	Abundance and CBC.RBC	Abundance and CBC.HGB	Abundance and CBC.HGB	Abundance and CBC.HCT	Abundance and CBC.HCT	Abundance and CBC.MCV	Abundance and CBC.MCV	Abundance and CBC.RDW	Abundance and CBC.RDW	Abundance and CBC.PLT	Abundance and CBC.PLT	Abundance and Ferritin	Abundance and Ferritin	subsystem	category
GTPCH4	GCH1	0.1136000153464904	9.77913152373856e-07	-0.1602709903828061	4.2093216051095175e-12	-0.1764782361588831	2.1482521393721312e-14	-0.0930820193344707	6.138052674916992e-05	0.0637836430956403	0.0060900556843455	0.5013593814045125	3.320974836188599e-118	0.3743582982164047	1.475468120326117e-62	-0.129962890604853	2.11467375855944e-08	-0.0412328923156858	0.0763797618503614	-0.1158803010177585	5.884489186438261e-07	-0.0911964305710911	9.735459590518826e-05	-0.1003499877882362	1.7855626606779973e-05	-0.2112655832740521	8.071255975054904e-20	-0.1042028685135367	7.289513577886573e-06	-0.0059144393523309	0.7994319765573589	-0.0639977028370534	0.0186899234063542	0.0266732755986341	0.2564442336549991	-0.0570476798189209	0.0151537058743185	-0.0251570538446896	0.2844817538672102	-0.0276421554427523	0.2395657956115646	0.0677042214793644	0.0039350026339923	-0.080199982849905	0.0006329907024505	0.1710344053799447	2.308946704542469e-13	-0.046474034524055	0.0459397667441737	Biopterin metabolism	Metabolism of cofactors and vitamins
GLU2ABUTS	GCLC;GCLM	0.0717643391061791	0.0020223841936547	-0.1579966448558675	8.469842273194828e-12	-0.1628020654209186	1.910268538853255e-12	-0.0492933827302104	0.0340992118448787	0.0451144461599651	0.0524926223501848	0.3111413118946604	9.083463737936185e-43	0.2441004350276508	1.784418427745235e-26	-0.1551200960186918	2.0982699489315966e-11	-0.0364128480116694	0.1176324425400594	-0.0090866740850974	0.6962666134831059	-0.1089300228540726	3.176444569438416e-06	-0.0043765351168611	0.8519481480943463	-0.1805743449649641	8.209853976697683e-15	-0.1312039025033668	1.5466232152438834e-08	0.0621057245311226	0.0075716791137091	-0.0607882860525467	0.0255159258103268	0.017911563788143	0.4460676758296718	-0.0259105300320428	0.2702996034818045	0.00612437355926	0.7944608495770107	-0.0100296759848228	0.6696304249875353	0.0326678649230611	0.1645277320305132	-0.0715352336002584	0.0023122585491839	0.0801208325449537	0.0006409028360438	-0.0069347738190565	0.7659517927967242	Cysteine and methionine metabolism	Amino acid metabolism
GLUCYS	GCLC;GCLM	0.0717643391061791	0.0020223841936547	-0.1579966448558675	8.469842273194828e-12	-0.1628020654209186	1.910268538853255e-12	-0.0492933827302104	0.0340992118448787	0.0451144461599651	0.0524926223501848	0.3111413118946604	9.083463737936185e-43	0.2441004350276508	1.784418427745235e-26	-0.1551200960186918	2.0982699489315966e-11	-0.0364128480116694	0.1176324425400594	-0.0090866740850974	0.6962666134831059	-0.1089300228540726	3.176444569438416e-06	-0.0043765351168611	0.8519481480943463	-0.1805743449649641	8.209853976697683e-15	-0.1312039025033668	1.5466232152438834e-08	0.0621057245311226	0.0075716791137091	-0.0607882860525467	0.0255159258103268	0.017911563788143	0.4460676758296718	-0.0259105300320428	0.2702996034818045	0.00612437355926	0.7944608495770107	-0.0100296759848228	0.6696304249875353	0.0326678649230611	0.1645277320305132	-0.0715352336002584	0.0023122585491839	0.0801208325449537	0.0006409028360438	-0.0069347738190565	0.7659517927967242	Glutathione metabolism	Amino acid metabolism
GRDX2CGTHR	GLRX	0.0623056286097907	0.0073796444569409	-0.0282304469408092	0.2251292363419299	-0.0254075805287218	0.2749791939459353	-0.0125980376796623	0.5883530916854578	-0.0033271058700693	0.8863450853644654	0.2167366910013522	4.380653943781802e-21	0.1778136786091831	1.3586658688437138e-14	-0.0065564517748975	0.7783771796476393	-0.0161011607420783	0.4891011419535881	-0.0656067707089401	0.0047805612572229	-0.0278801342875988	0.2343813917323561	-0.084513904523891	0.0003056530570827	-0.0842504977319055	0.0003192367767989	0.0055988293473845	0.8100759823992807	-0.0150169447329347	0.5188276731166201	-0.1172613282104467	1.5647220445760304e-05	-0.0239620036179525	0.3079906494119213	-0.0096073560555665	0.6827677263903356	0.0011354061961308	0.9614786106682276	0.0162304244835607	0.489905693692222	0.035373702393259	0.1322712887006852	-0.0236098533579935	0.3151564035088999	0.0652565549384081	0.0054550059258495	-0.0071869904083381	0.7577012183964515	Glutathione metabolism	Amino acid metabolism
GRDX2CGTHRDG	GLRX	0.0623056286097907	0.0073796444569409	-0.0282304469408092	0.2251292363419299	-0.0254075805287218	0.2749791939459353	-0.0125980376796623	0.5883530916854578	-0.0033271058700693	0.8863450853644654	0.2167366910013522	4.380653943781802e-21	0.1778136786091831	1.3586658688437138e-14	-0.0065564517748975	0.7783771796476393	-0.0161011607420783	0.4891011419535881	-0.0656067707089401	0.0047805612572229	-0.0278801342875988	0.2343813917323561	-0.084513904523891	0.0003056530570827	-0.0842504977319055	0.0003192367767989	0.0055988293473845	0.8100759823992807	-0.0150169447329347	0.5188276731166201	-0.1172613282104467	1.5647220445760304e-05	-0.0239620036179525	0.3079906494119213	-0.0096073560555665	0.6827677263903356	0.0011354061961308	0.9614786106682276	0.0162304244835607	0.489905693692222	0.035373702393259	0.1322712887006852	-0.0236098533579935	0.3151564035088999	0.0652565549384081	0.0054550059258495	-0.0071869904083381	0.7577012183964515	Glutathione metabolism	Amino acid metabolism
GTHNODN	GLRX	0.0623056286097907	0.0073796444569409	-0.0282304469408092	0.2251292363419299	-0.0254075805287218	0.2749791939459353	-0.0125980376796623	0.5883530916854578	-0.0033271058700693	0.8863450853644654	0.2167366910013522	4.380653943781802e-21	0.1778136786091831	1.3586658688437138e-14	-0.0065564517748975	0.7783771796476393	-0.0161011607420783	0.4891011419535881	-0.0656067707089401	0.0047805612572229	-0.0278801342875988	0.2343813917323561	-0.084513904523891	0.0003056530570827	-0.0842504977319055	0.0003192367767989	0.0055988293473845	0.8100759823992807	-0.0150169447329347	0.5188276731166201	-0.1172613282104467	1.5647220445760304e-05	-0.0239620036179525	0.3079906494119213	-0.0096073560555665	0.6827677263903356	0.0011354061961308	0.9614786106682276	0.0162304244835607	0.489905693692222	0.035373702393259	0.1322712887006852	-0.0236098533579935	0.3151564035088999	0.0652565549384081	0.0054550059258495	-0.0071869904083381	0.7577012183964515	Reactive species formation and detoxification	Reactive species
SNOCYSDN	GLRX	0.0623056286097907	0.0073796444569409	-0.0282304469408092	0.2251292363419299	-0.0254075805287218	0.2749791939459353	-0.0125980376796623	0.5883530916854578	-0.0033271058700693	0.8863450853644654	0.2167366910013522	4.380653943781802e-21	0.1778136786091831	1.3586658688437138e-14	-0.0065564517748975	0.7783771796476393	-0.0161011607420783	0.4891011419535881	-0.0656067707089401	0.0047805612572229	-0.0278801342875988	0.2343813917323561	-0.084513904523891	0.0003056530570827	-0.0842504977319055	0.0003192367767989	0.0055988293473845	0.8100759823992807	-0.0150169447329347	0.5188276731166201	-0.1172613282104467	1.5647220445760304e-05	-0.0239620036179525	0.3079906494119213	-0.0096073560555665	0.6827677263903356	0.0011354061961308	0.9614786106682276	0.0162304244835607	0.489905693692222	0.035373702393259	0.1322712887006852	-0.0236098533579935	0.3151564035088999	0.0652565549384081	0.0054550059258495	-0.0071869904083381	0.7577012183964515	Reactive species formation and detoxification	Reactive species
PRDX1GRDX2CDG	GLRX;PRDX6	-0.032471319645937	0.1629216041488683	0.0248643702690584	0.2853758760348003	0.0347934940553175	0.1348736628922937	0.0208934285946963	0.3693643279635636	-0.0180504190184505	0.4380464802484085	0.0613746299495228	0.0083126881793401	0.0744808003045467	0.0013548877854426	0.0175249524310398	0.4518676542407269	0.0156725192113407	0.5007427440079522	0.0053619318294205	0.8178226023289323	0.0362933181411964	0.1215746900107139	-0.0003380004715758	0.9884999691996966	0.0722458611150798	0.0020363761911329	0.0196784407089346	0.3982414301126614	0.0231653559240822	0.3195900592083666	-0.0451504441968531	0.0972685885899082	0.0366630137874959	0.1187353536195936	0.0697301830019786	0.0029798096309054	0.0048686930910715	0.8359264828684383	0.0182464641750333	0.4376092370974451	-0.0688597379251015	0.003360803659626	0.019900178667509	0.3972170057459943	-0.0309340235930072	0.188109191699367	-0.0365921695804942	0.1161312334361868	Reactive species formation and detoxification	Reactive species
GLNS	GLUL	0.0750468660518613	0.001244355649108	-0.075924635084804	0.0010893065387351	-0.1075224707197513	3.6123510493379858e-06	-0.0848965824251399	0.0002584943048677	0.0184617270588296	0.4276786859362804	0.2947536163115322	2.313209431837171e-38	0.2346398874826705	1.564141585307757e-24	-0.0790231044058909	0.0006804701878723	-0.0005253053062312	0.981995873659351	-0.0346861164291611	0.1360825106460141	-0.0462335280036613	0.0485375459169168	-0.0359219749432426	0.1254368913812608	-0.1547315129328779	3.171754566920725e-11	-0.0688084441613723	0.0031058458209466	0.0254242182181809	0.2746648910636989	-0.0428660397332205	0.115426538654215	0.026885353681988	0.2526809487441376	-0.0544840970908649	0.0203744789809326	-0.0369800172089334	0.1155794232545407	-0.0513697905005279	0.0287700482602631	0.0303662778844539	0.1963483768774961	0.0098984786397351	0.6737010711345133	0.088137184564037	0.0001722986430402	-0.0739615896792187	0.0014772893033932	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
GMPR	GMPR;GMPR2	0.044313324916507	0.0568315291647736	-0.1290152168762687	2.61138227439251e-08	-0.1189235723607087	2.9427754056131215e-07	-0.0174729073712979	0.4528447258890035	0.096129915428343	3.484258496282566e-05	0.3228141485267165	4.411703575862192e-46	0.2386922080550587	2.357641696314079e-25	-0.1502923377864207	8.693410932127769e-11	-0.0446819808803329	0.0547991845539333	-0.0265769850412978	0.2534831419196087	-0.098701194264991	2.450541242461624e-05	-0.0613661647963917	0.0088094954594321	-0.1677802658382646	5.764564613837975e-13	-0.1274696691433984	3.92979437308538e-08	0.0435963041007617	0.0609639435737142	-0.0635904360885666	0.01945673176599	-0.0317686772563166	0.1764635858492997	-0.0210341530328342	0.3708649240936141	0.0238044827422301	0.3111825522085795	-0.0131117283493871	0.5769990290708227	0.038443280838277	0.1018577113686169	-0.0925245530236156	8.003581171067373e-05	0.0477877772555128	0.0419547223393255	0.0507332762127311	0.0293245119404727	Purine metabolism	Nucleotide metabolism
GMPS	GMPS	0.1153135406361907	6.682337684184457e-07	-0.1425981837297621	7.394586736088288e-10	-0.1494059400995883	1.0848256445297937e-10	-0.0680288824668521	0.0034350330211478	0.0488274294644702	0.0358307163169423	0.4876408690186271	5.406395513244355e-111	0.3682242222919498	1.9676791693314767e-60	-0.0923687198985589	7.086454882830448e-05	-0.053208914243995	0.0221703110362867	-0.1033354164460357	8.541730822119174e-06	-0.0838432287538772	0.0003413552361405	-0.0952098313606259	4.7141815622277245e-05	-0.1644659236652695	1.6459485684543393e-12	-0.0629320978831483	0.0068510276949182	0.0096312000987389	0.6790505733774796	-0.0785024581893314	0.0038998932725806	0.0423805446389659	0.0712935316287885	-0.0189957165954538	0.419023311652552	-0.0059450213297973	0.8003510121217153	0.0079474560297334	0.7353059437738279	0.0555960903809287	0.0179431450566925	-0.0821852928770695	0.0004618812925406	0.1708364368460196	2.462071375563387e-13	-0.0461726765315998	0.0473685624876737	Purine metabolism	Nucleotide metabolism
GMPS2	GMPS	0.1153135406361907	6.682337684184457e-07	-0.1425981837297621	7.394586736088288e-10	-0.1494059400995883	1.0848256445297937e-10	-0.0680288824668521	0.0034350330211478	0.0488274294644702	0.0358307163169423	0.4876408690186271	5.406395513244355e-111	0.3682242222919498	1.9676791693314767e-60	-0.0923687198985589	7.086454882830448e-05	-0.053208914243995	0.0221703110362867	-0.1033354164460357	8.541730822119174e-06	-0.0838432287538772	0.0003413552361405	-0.0952098313606259	4.7141815622277245e-05	-0.1644659236652695	1.6459485684543393e-12	-0.0629320978831483	0.0068510276949182	0.0096312000987389	0.6790505733774796	-0.0785024581893314	0.0038998932725806	0.0423805446389659	0.0712935316287885	-0.0189957165954538	0.419023311652552	-0.0059450213297973	0.8003510121217153	0.0079474560297334	0.7353059437738279	0.0555960903809287	0.0179431450566925	-0.0821852928770695	0.0004618812925406	0.1708364368460196	2.462071375563387e-13	-0.0461726765315998	0.0473685624876737	Purine metabolism	Nucleotide metabolism
G6PDA	GNPDA1;GNPDA2	0.0656490239788967	0.0047534894064322	-0.1172434803556482	4.323446622245206e-07	-0.1369996722358198	3.353021049597293e-09	-0.08779165092119	0.0001576085121863	0.0534147628211828	0.0216587735201051	0.3587237919314593	3.127233096004008e-57	0.2776419300954146	4.642438411390906e-34	-0.0806935655078146	0.0005216653782666	-0.042525811318071	0.0675938075599188	-0.1023209015570175	1.04713567086834e-05	-0.0749175091090433	0.0013777628793464	-0.0919429932651119	8.525367538158454e-05	-0.1326167312150508	1.3438218148158896e-08	-0.0631967949642356	0.0066196559040269	-0.0197859439860566	0.3952843936650476	-0.0723191484119763	0.0078560435015529	0.0343624343312183	0.1437005095046642	-0.0649222086307866	0.0056994039413538	-0.0088119273465766	0.7077713034701891	-0.0229957187998457	0.3279129751898053	0.0680056597628843	0.0037772016067425	-0.094383358210515	5.724583604313276e-05	0.1464554434213435	3.758134211528696e-10	-0.0411172661456835	0.0774497649316553	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
2ABUTTA	GOT1	0.0731737419585635	0.0016455380935673	-0.0728231536996964	0.0017327108518831	-0.088353351823265	0.0001429336051734	-0.0528417241984579	0.0231088835694254	0.0326551086392893	0.16055294592367	0.2111978214960936	4.448950679555193e-20	0.1382594056832205	2.3987260481182353e-09	-0.0462072668683815	0.0472026889866287	-0.0539987491698564	0.0202630353455619	-0.0612228436221961	0.0084744254368839	-0.0443773437309129	0.0583107229225648	-0.0442212817273785	0.0592020682447941	-0.0732528263612838	0.0017600777383294	-0.028767605273195	0.2167983338047273	0.0008278878589614	0.9716288373658496	-0.0189601005301309	0.4863938655419981	0.0823713623563779	0.0004482805699514	0.0435947091365513	0.0635500699272714	-0.0706894633226985	0.0026058551969333	-0.0298623939094837	0.203879387348895	-0.0839944933451875	0.0003445124475277	0.0879610024403941	0.0001775603925959	0.1294104742779713	3.236228605200229e-08	-0.149587910317929	1.0656798631019711e-10	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
3SALATA	GOT1	0.0731737419585635	0.0016455380935673	-0.0728231536996964	0.0017327108518831	-0.088353351823265	0.0001429336051734	-0.0528417241984579	0.0231088835694254	0.0326551086392893	0.16055294592367	0.2111978214960936	4.448950679555193e-20	0.1382594056832205	2.3987260481182353e-09	-0.0462072668683815	0.0472026889866287	-0.0539987491698564	0.0202630353455619	-0.0612228436221961	0.0084744254368839	-0.0443773437309129	0.0583107229225648	-0.0442212817273785	0.0592020682447941	-0.0732528263612838	0.0017600777383294	-0.028767605273195	0.2167983338047273	0.0008278878589614	0.9716288373658496	-0.0189601005301309	0.4863938655419981	0.0823713623563779	0.0004482805699514	0.0435947091365513	0.0635500699272714	-0.0706894633226985	0.0026058551969333	-0.0298623939094837	0.203879387348895	-0.0839944933451875	0.0003445124475277	0.0879610024403941	0.0001775603925959	0.1294104742779713	3.236228605200229e-08	-0.149587910317929	1.0656798631019711e-10	Cysteine and methionine metabolism	Amino acid metabolism
ASPTA	GOT1	0.0731737419585635	0.0016455380935673	-0.0728231536996964	0.0017327108518831	-0.088353351823265	0.0001429336051734	-0.0528417241984579	0.0231088835694254	0.0326551086392893	0.16055294592367	0.2111978214960936	4.448950679555193e-20	0.1382594056832205	2.3987260481182353e-09	-0.0462072668683815	0.0472026889866287	-0.0539987491698564	0.0202630353455619	-0.0612228436221961	0.0084744254368839	-0.0443773437309129	0.0583107229225648	-0.0442212817273785	0.0592020682447941	-0.0732528263612838	0.0017600777383294	-0.028767605273195	0.2167983338047273	0.0008278878589614	0.9716288373658496	-0.0189601005301309	0.4863938655419981	0.0823713623563779	0.0004482805699514	0.0435947091365513	0.0635500699272714	-0.0706894633226985	0.0026058551969333	-0.0298623939094837	0.203879387348895	-0.0839944933451875	0.0003445124475277	0.0879610024403941	0.0001775603925959	0.1294104742779713	3.236228605200229e-08	-0.149587910317929	1.0656798631019711e-10	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
CYSTA	GOT1;GOT2	0.0769833920187823	0.0009260925983942	-0.0859579191657432	0.0002159910245658	-0.101523600107721	1.2272882076907622e-05	-0.0580703471408879	0.0125331074708404	0.0400001153151769	0.0856026663539834	0.250419819264126	8.059396358952948e-28	0.1677820898068601	3.890537710331876e-13	-0.057316387490595	0.0138051784489651	-0.0570755508397222	0.0141306343996085	-0.0695781881881777	0.002765609380294	-0.0519631179247033	0.0265953059953238	-0.0531885470054663	0.0232213926553032	-0.0919621216975697	8.496313308815187e-05	-0.038384040255238	0.0993080530721557	-0.0004163525452118	0.9857296317242434	-0.0221879463032745	0.4153114405550213	0.0794621899615188	0.0007103979873679	0.0337177333273379	0.1513725334045396	-0.0687337111776167	0.003419497520811	-0.0316667221116409	0.1778566376419027	-0.0712453876081865	0.0024092795930288	0.073355404539443	0.0017803581228604	0.13924329470069	2.645954131641905e-09	-0.1422480610231909	8.402133830884088e-10	Cysteine and methionine metabolism	Amino acid metabolism
G6PM	GPI	0.108511714711624	2.933859325962932e-06	-0.0363897480453045	0.1178656159149157	-0.057085666679855	0.0141135254308187	-0.0412186976307956	0.0764811540255551	0.0460466538551591	0.0477956221765138	0.2798256306911996	1.3624071443849261e-34	0.2397191046094859	1.4513225281351812e-25	0.0081965097992067	0.7249614171174188	-0.0584327659290914	0.0119921047193927	0.0062642552399217	0.7878446051222288	-0.0201668858042048	0.3897440522826784	0.013050301674338	0.5778423518012656	-0.0458553381205129	0.0504088174711415	0.0240128969694911	0.3025939535418853	0.07442684500228	0.001365882472259	-0.0762805981575594	0.0050438732297744	0.0773709928345968	0.0009801407015466	0.0348254365538864	0.1383771434404327	0.0275197484694447	0.2416539184976788	0.0376492085669221	0.1091338813919198	0.0240592165726179	0.3060316270793985	-0.0486220860226767	0.038497224385533	0.1259732580125006	7.443483796693007e-08	-0.0830469620233835	0.00035574751798	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
PGI	GPI	0.108511714711624	2.933859325962932e-06	-0.0363897480453045	0.1178656159149157	-0.057085666679855	0.0141135254308187	-0.0412186976307956	0.0764811540255551	0.0460466538551591	0.0477956221765138	0.2798256306911996	1.3624071443849261e-34	0.2397191046094859	1.4513225281351812e-25	0.0081965097992067	0.7249614171174188	-0.0584327659290914	0.0119921047193927	0.0062642552399217	0.7878446051222288	-0.0201668858042048	0.3897440522826784	0.013050301674338	0.5778423518012656	-0.0458553381205129	0.0504088174711415	0.0240128969694911	0.3025939535418853	0.07442684500228	0.001365882472259	-0.0762805981575594	0.0050438732297744	0.0773709928345968	0.0009801407015466	0.0348254365538864	0.1383771434404327	0.0275197484694447	0.2416539184976788	0.0376492085669221	0.1091338813919198	0.0240592165726179	0.3060316270793985	-0.0486220860226767	0.038497224385533	0.1259732580125006	7.443483796693007e-08	-0.0830469620233835	0.00035574751798	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
ALATA_L	GPT	0.0939739244261394	5.209829975598667e-05	-0.1712009995297358	1.268351637705412e-13	-0.1709815763522829	1.3638999001375286e-13	-0.063662211199267	0.006187796261276	0.0319606762483892	0.1696408936693441	0.4055590619372711	4.232378639381889e-74	0.2958934914611976	1.166518031292511e-38	-0.1177224074943236	3.961489941242025e-07	-0.035593395238818	0.1261278037846388	-0.1494302847819342	1.0772324596001063e-10	-0.0798911083653235	0.0006441204537176	-0.1468162575052436	3.074922257755041e-10	-0.2178585026993812	5.2778085272210335e-21	-0.0929439049705232	6.38222546234946e-05	-0.0576376439517071	0.0132072219760225	-0.0952322121347651	0.0004587052445143	0.0054116853069299	0.8179323680604724	-0.0429913845238072	0.0673063580775302	-0.0266004661583666	0.2577451458346742	-0.0305131347322846	0.1941922727629898	0.0382841142842157	0.1032843877754254	-0.0501928579869735	0.032641820532167	0.1562619021275307	2.258898667324946e-11	-0.021277760352455	0.361012490652569	Alanine, aspartate and glutamate metabolism	Amino acid metabolism
