reactions	references
PPA_ACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PPA_GLYCLTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PPAt2r	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PPP9ABCte	pubmed:17661442;pubmed:20705604;pubmed:22655043;pubmed:23792964;pubmed:29192381;pubmed:35950458
PRGSTRNt	pubmed:4479710;pubmed:5510923
PROADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
PROARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
PROCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
PROLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
PROMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
PROORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
PROSERex
PROTHRex
PROTRPex
PROTYRex
PROVALex
PRO_Cl_2Nat	pubmed:7320944
PROtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
PSFLIPt	pubmed:33103382;pubmed:8300565
PSFLOPt	pubmed:33103382;pubmed:8300565
PSSCRt	pubmed:9218461
PTRCtex2	pubmed:1000842;pubmed:6466732;pubmed:8679659
PYDAMtr	pubmed:4254693;pubmed:7440576
PYDXNtr	pubmed:4254693;pubmed:7440576
PYDXtr	pubmed:4254693;pubmed:7440576
PYR_2HBtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PYR_2OBUTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PYR_5OXPROtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PYR_ACACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PYR_ACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PYR_BUTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PYR_DLACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PYR_GLYCLTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PYR_LLACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PYR_PPAtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
PYRt2	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
RBTt	pubmed:15234337
RBVt
RETt	pubmed:19296407;pubmed:28783931;pubmed:3179289
RIBFLVABCte	pubmed:17145775;pubmed:5455272
RIBFLVt	pubmed:5455272
RIBt	pubmed:14577607;pubmed:203521;pubmed:36682143;pubmed:624285
RNAMHt	pubmed:32694608
SAICAABCte	pubmed:26515061
SARCS_Cl_2Nat	pubmed:2703819;pubmed:7320944;pubmed:7915653
SBT_Dt	pubmed:8141248
SELNI_Cltex	pubmed:32646441;pubmed:34669510;pubmed:9581022
SELNt	pubmed:32646441;pubmed:34669510;pubmed:9581022
SERADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
SERALANaEx	pubmed:32318874;pubmed:6109287
SERARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
SERASNNaEx	pubmed:6109287
SERCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
SERCYSNaEx	pubmed:32318874;pubmed:6109287
SERGLNNaEx	pubmed:6109287
SERHCYSNaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064
SERLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
SERMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
SERORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
SERTHRNaEx	pubmed:32318874;pubmed:6109287
SERTHRex
SERTRPex
SERTYRex
SERVALex
SER_Cltex	pubmed:34669510
SERtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
SH1_Cltex	pubmed:34669510
SMFLOPt	pubmed:10947968
SMSCRt
SNOCYSt	pubmed:16023102;pubmed:27156251
SO4Cltex2	pubmed:12759755
SO4OXAtex2	pubmed:12759755
SPH1tex	pubmed:29045386;pubmed:33334894
SPHGNSte	pubmed:29045386;pubmed:33334894
SPHGNte	pubmed:29045386;pubmed:33334894
SPHS1PABCte	pubmed:16364236;pubmed:17710652;pubmed:20110355
SPHS1tex	pubmed:29045386;pubmed:33334894
SPMDtex2	pubmed:1000842;pubmed:6466732;pubmed:8679659
SPPTt	pubmed:20956085;pubmed:8926533
SPRMt2	pubmed:1000842;pubmed:6466732;pubmed:8679659
SRTNt	pubmed:4383664
TAURt	pubmed:32339326;pubmed:8788940
TETIODTHYt2	pubmed:34925607;pubmed:4479710;pubmed:7915653
THBPTt	pubmed:20956085;pubmed:8222274;pubmed:8926533
THF_5FTHFtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
THF_5MTHFtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:4254693;pubmed:659590;pubmed:8205249;pubmed:9211258
THF_AICARtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
THF_OHtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
THF_THMMPtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
THGMPABCte
THIMPABCte
THMMP_OHtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
THMt	pubmed:1326679;pubmed:2283678;pubmed:4254693;pubmed:7707690
THMt3	pubmed:1326679;pubmed:2283678
THRADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
THRALANaEx	pubmed:32318874;pubmed:6109287
THRARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
THRASNNaEx	pubmed:6109287
THRCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
THRCYSNaEx	pubmed:32318874;pubmed:6109287
THRGLNNaEx	pubmed:6109287
THRHCYSNaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064
THRLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
THRMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
THRORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
THRSERNaEx	pubmed:32318874;pubmed:6109287
THRTRPex
THRTYRex
THRVALex
THRtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
THXMPABCte
THYMDt	pubmed:27759477;pubmed:33806028;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
THYMt	pubmed:26455426;pubmed:27759477;pubmed:3379069;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
TMASCBOXt	pubmed:14752116;pubmed:17068337;pubmed:18498772;pubmed:30272000;pubmed:34938201;pubmed:9405334
TMASCBOXt2	pubmed:14752116;pubmed:16549536;pubmed:17068337;pubmed:18243141;pubmed:18498772;pubmed:30272000;pubmed:34938201;pubmed:9164668;pubmed:9405334
TMASCBOXt3	pubmed:14752116;pubmed:16549536;pubmed:17068337;pubmed:18243141;pubmed:18498772;pubmed:30272000;pubmed:34938201;pubmed:9164668;pubmed:9405334
TMCU2RDte	pubmed:26205815;pubmed:26285072
TMFE3RDte	pubmed:26285072
TRIIODTHYt2	pubmed:34925607;pubmed:4479710;pubmed:7915653
TRPADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
TRPARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
TRPCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
TRPHLKYNR
TRPLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
TRPMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
TRPORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
TRPTYRex
TRPVALex
TRPtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
TSTSTERONEt	pubmed:4479710;pubmed:7918566
TYRADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
TYRARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
TYRCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
TYRLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
TYRMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:9279204
TYRORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429
TYRVALex
TYRtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
UPP1ABCte	pubmed:17661442;pubmed:22655043;pubmed:23792964;pubmed:29192381;pubmed:35950458
UPP3ABCte	pubmed:17661442;pubmed:22655043;pubmed:23792964;pubmed:29192381;pubmed:35950458
URATEABCte	pubmed:14462629;pubmed:36146
URATEt	pubmed:14462629;pubmed:36146
URAt	pubmed:26455426;pubmed:27759477;pubmed:3379069;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
UREAt	pubmed:19540949;pubmed:2630804;pubmed:6199982;pubmed:7797558
URIt	doi:10.1036/ommbid.141;pubmed:19540949;pubmed:27759477;pubmed:33806028;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262;pubmed:723629
VALADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
VALARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
VALCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
VALLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
VALMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
VALORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
VALtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
VANILLACte
VATPASEte	pubmed:7796469
XANt	pubmed:24636780;pubmed:27136057
XYLTt	pubmed:1229165;pubmed:15234337;pubmed:203151
XYLU_Dt	pubmed:203521
XYLt	pubmed:23506862;pubmed:4487965;pubmed:5084118
ZN2Htex2	pubmed:11817695;pubmed:18936201;pubmed:22456662;pubmed:27422508;pubmed:33996761
ZN2_2HCO3t	pubmed:22456662;pubmed:22898811;pubmed:2484233;pubmed:27422508;pubmed:8930838
ZN2_HCO3_SELNIt	pubmed:22456662;pubmed:22898811;pubmed:27166256;pubmed:27422508
ZN2t	pubmed:11817695;pubmed:18936201;pubmed:2161459;pubmed:22456662;pubmed:27422508;pubmed:33996761
ACACT1
ACITL	pubmed:27813142;pubmed:6115779
ACONT	pubmed:13800264;pubmed:27813142
FUM	pubmed:27037871;pubmed:27813142;pubmed:29315908;pubmed:7138916
GLXO1	pubmed:16198644;pubmed:31473074;pubmed:6049869
GLYCLTDx	pubmed:16198644;pubmed:31473074;pubmed:6049869
GLYCLTDy	pubmed:16198644;pubmed:26546809;pubmed:31473074;pubmed:6049869
ICDHy	pubmed:27813142;pubmed:4429550
LALDO	pubmed:14577607
LALDO2x	pubmed:12125098;pubmed:16198644;pubmed:26546809
LALDO2y	pubmed:12125098;pubmed:16198644;pubmed:26546809
MDH	pubmed:13988699;pubmed:27813142;pubmed:7138916
ME2	pubmed:27554084;pubmed:27813142;pubmed:5553730;pubmed:7138916
OAADC	pubmed:27554084;pubmed:27813142;pubmed:5553730;pubmed:7138916
PGLYCK	pubmed:3111145;pubmed:31473074
PGLYCP	pubmed:6258579
NEDD8E1ACT	pubmed:12740388
NEDD8E1E2T	pubmed:12740388
NEDD8E2CONJT	pubmed:12740388
UBIQE1ACT	pubmed:15095787;pubmed:21508250;pubmed:34564533;pubmed:7721801
UBIQE1E2T	pubmed:15095787;pubmed:21508250;pubmed:34564533;pubmed:7721801
UBIQE1T	pubmed:15095787;pubmed:21508250;pubmed:34564533;pubmed:7721801
UBIQE2CONJT	pubmed:15095787;pubmed:21508250;pubmed:34564533;pubmed:7721801
2H3MV	pubmed:1429566
2HIV	pubmed:1429566
MMALNDHx
PDX5PO	pubmed:1322411;pubmed:14522954;pubmed:7448195;pubmed:8125926;pubmed:9252787
PDXPP	pubmed:1322411;pubmed:14522954;pubmed:7448195;pubmed:8125926;pubmed:9252787
PYAM5PO	pubmed:1322411;pubmed:14522954;pubmed:7448195;pubmed:8125926;pubmed:9252787
PYDAMK	pubmed:1322411;pubmed:14522954;pubmed:7448195;pubmed:8125926;pubmed:9252787
PYDAMPP	pubmed:1322411;pubmed:14522954;pubmed:7448195;pubmed:8125926;pubmed:9252787
PYDXDH	pubmed:1322411;pubmed:14522954;pubmed:7448195;pubmed:8125926;pubmed:9252787
PYDXK	pubmed:1322411;pubmed:14522954;pubmed:7448195;pubmed:8125926;pubmed:9252787
PYDXNK	pubmed:1322411;pubmed:14522954;pubmed:7448195;pubmed:8125926;pubmed:9252787
PYDXPP	pubmed:1322411;pubmed:14522954;pubmed:7448195;pubmed:8125926;pubmed:9252787
AVITE1RASCBR1	pubmed:18243141;pubmed:36643550;pubmed:8388377;pubmed:9448716
AVITE1RCYTB5R	pubmed:8388377
AVITE1RQ10H2R	pubmed:8388377;pubmed:8434935
AVITE1RQ10HR	pubmed:8388377;pubmed:8434935
