genes	uniprot	uniprot.isoform	uniprot.chain	hgnc.symbol	ec-code	taxonomy	uniparc	rhea	go	ccds	ena.embl	refseq	bmrb	pdb	sasbdb	smr	biogrid	complexportal	dip	intact	chembl.target	drugbank	iuphar.receptor	cazy	ideal	merops	peroxibase	tcdb	dbsnp	proteomicsdb.protein	ensembl	ncbigene	kegg.genes	genecards	hgnc	hpa	mim	nextprot	orphanet	pharmgkb.gene	eggnog	genetree	hogenom	oma.grp	orthodb	treefam	biocyc	brenda	reactome	genewiki	bgee.gene	cdd	disprot	hamap	interpro	panther.family	pfam	pirsf	prints	prosite	smart	supfam	chromosome
NEU1	Q99519		PRO_0000012026	NEU1	3.2.1.18	9606	UPI000012FF46		0004308;0005576;0005737;0005764;0005765;0005886;0006689;0009313;0016020;0016997;0030054;0035580;0043202;0043231;0070062	CCDS4723.1	AF040958;X78687;U84246;AF134726;BA000025;BT007206;BC000722;BC011900	NP_000425.1				Q99519	110831			Q99519	CHEMBL2726	DB00945;DB00482;DB00198	3214	GH33					rs104893985;rs34712643;rs374556080;rs104893972;rs150302766;rs398123392;rs375104221;rs151177689;rs146850952;rs28940583;rs754068739;rs201684013;rs104893980;rs769765227;rs762400331;rs143868999;rs104893978;rs104893983;rs373311653;rs145177628;rs104893977;rs368320390;rs190549838;rs104893981;rs104893979;rs534846786;rs749996046;rs751458617;rs377573360;rs139301823;rs193922915;rs1310267862	78308	ENST00000229725.4;ENST00000375631.5;ENST00000411774.3;ENST00000422978.2;ENST00000423382.2;ENST00000434496.2;ENST00000437432.2;ENST00000439648.2	4758	hsa:4758	NEU1	7758	ENSG00000204386	256550;608272	NX_Q99519	93400;93399;812	PA31560	ENOG502QSIT	ENSGT00950000182944	CLU_024620_3_0_1	IRSYDAC	2739686at2759	TF331063		3.2.1.18	R-HSA-4085001;R-HSA-4341670;R-HSA-6798695;R-HSA-9840310	NEU1	ENSG00000184494	cd15482			IPR011040;IPR026856;IPR036278	PTHR10628;PTHR10628:SF25	PF13088					SSF50939	6
NEU2	Q9Y3R4		PRO_0000208899	NEU2	3.2.1.18	9606	UPI000013C98F	47832;47872;47828;47876;48120;48136;48172;47852;64640	0004308;0005737;0005764;0005829;0006516;0006689;0009313;0016020;0046479;1902494	CCDS2501.1	Y16535;AC106876;CH471063;BC069151;BC107053	NP_005374.2		1SNT;1SO7;1VCU;2F0Z;2F10;2F11;2F12;2F13;2F24;2F25;2F26;2F27;2F28;2F29;4NC5;4NCS		Q9Y3R4	110832			Q9Y3R4	CHEMBL3200	DB03991;DB07960;DB00198;DB00558	3258	GH33					rs2233384;rs2233385;rs2233390;rs2233391;rs2233393	86068	ENST00000233840.3	4759	hsa:4759	NEU2	7759	ENSG00000115488	605528	NX_Q9Y3R4		PA31561	ENOG502QSFT	ENSGT00950000182944	CLU_024620_2_1_1	VQWRAQE	2739686at2759	TF331063		3.2.1.18	R-HSA-4085001;R-HSA-9840310	NEU2	ENSG00000115488	cd15482			IPR011040;IPR026856;IPR036278	PTHR10628;PTHR10628:SF6	PF13088					SSF50939	2
NEU3	Q9UQ49	Q9UQ49-1;Q9UQ49-2	PRO_0000208903	NEU3	3.2.1.18	9606	UPI000012FF4C	47832;47856;47876;48064;48120;48124;48136;47872;48072;48068;47900;47828	0004308;0005737;0005764;0005765;0005886;0005901;0005975;0006689;0009313;0016020;0016997;0031901;0045742;0046479;0055038;1900186	CCDS44682.1	AB008185;Y18563;AK022450;AK290442;AP001992;CH471076;BC136397;BC144059	NP_001354789.1;NP_006647.3				Q9UQ49	116038			Q9UQ49	CHEMBL3046			GH33					rs7115499	1854;85507	ENST00000294064.9;ENST00000531509.5	10825	hsa:10825	NEU3	7760	ENSG00000162139	604617	NX_Q9UQ49		PA31562	ENOG502QSFT	ENSGT00950000182944	CLU_024620_2_0_1	ECGIKRE	2739686at2759	TF331063		3.2.1.18	R-HSA-4085001;R-HSA-9840310	NEU3	ENSG00000162139	cd15482			IPR011040;IPR026856;IPR036278	PTHR10628;PTHR10628:SF23	PF13088					SSF50939	11
NIT1	Q86X76	Q86X76-1;Q86X76-2;Q86X76-3;Q86X76-4;Q86X76-5	PRO_0000213251	NIT1	3.5.1.128	9606	UPI00000715F9	54532	0005634;0005737;0005739;0043605;0110050	CCDS1218.1;CCDS53401.1;CCDS53402.1;CCDS53403.1	AF069984;AF069987;CR541814;CR541846;AL591806;CH471121;BC046149	NP_001172021.1;NP_001172022.1;NP_001172023.1;NP_005591.1;XP_005245273.1;XP_054192768.1				Q86X76	110882			Q86X76	CHEMBL4295883									70250;70251;70252;70253	ENST00000368007.8;ENST00000368008.5;ENST00000368009.7;ENST00000392190.9	4817	hsa:4817	NIT1	7828	ENSG00000158793	604618	NX_Q86X76		PA31636	KOG0807	ENSGT00550000075099	CLU_030130_1_1_1	MRVAVCQ	680339at2759	TF313080					ENSG00000158793	cd07572			IPR003010;IPR036526;IPR045254;IPR001110	PTHR23088:SF27;PTHR23088	PF00795			PS50263;PS01227		SSF56317	1
NIT2	Q9NQR4		PRO_0000320252	NIT2	3.5.1.3	9606	UPI000004A5A7	11716;32963;59412	0005576;0005739;0005813;0005829;0006107;0006528;0006541;0035580;0050152;0070062;0106008;1904724	CCDS33806.1	AF284574;AF260334;AK313704;CH471052;BC020620;BC107890	NP_064587.1				Q9NQR4	121278			Q9NQR4									rs17851799	82173	ENST00000394140.9	56954	hsa:56954	NIT2	29878	ENSG00000114021		NX_Q9NQR4		PA134882857	KOG0806	ENSGT00550000074838	CLU_030130_1_0_1	MQSKPYA	10250282at2759	TF300747		3.5.1.3	R-HSA-6798695		ENSG00000114021	cd07572			IPR003010;IPR036526;IPR045254	PTHR23088;PTHR23088:SF30	PF00795			PS50263		SSF56317	3
NME1	P15531	P15531-1;P15531-2;P22392-2	PRO_0000137114	NME1	2.7.4.6	9606	UPI0000112099	44640;18113	0000287;0003723;0004536;0004550;0005524;0005525;0005634;0005737;0005769;0005829;0006183;0006228;0006241;0006897;0007399;0007595;0008285;0008408;0016020;0030154;0032587;0042802;0042981;0043024;0043388;0050679;0070062	CCDS11578.1;CCDS11579.1	X17620;X73066;X75598;AF487339;AK291105;CR542104;CR542115;AC005839;CH471109;BC000293;BC018994	NP_000260.1;NP_937818.1		1JXV;1UCN;2HVD;2HVE;3L7U;4ENO;5UI4;8OOV		P15531	110894		DIP-39164N	P15531	CHEMBL2159	DB02569;DB04068;DB03491;DB02181;DB04366;DB00787;DB00718;DB00640;DB02607;DB09130;DB01262;DB00441;DB04315;DB00709;DB02345;DB08934;DB02887;DB14126;DB09299;DB00300;DB03103;DB04542;DB01593;DB14487;DB14533;DB14548							rs121917887	53183;53184	ENST00000013034.3;ENST00000336097.7;ENST00000393196.8	4830	hsa:4830	NME1	7849	ENSG00000239672	156490	NX_P15531		PA249	KOG0888	ENSGT00940000162213			2162449at2759	TF106373	MetaCyc:ENSG00000011052-MONOMER	2.7.13.3;2.7.4.6	R-HSA-499943;R-HSA-9748787;R-HSA-9755088	NME1	ENSG00000239672	cd04413		MF_00451	IPR034907;IPR036850;IPR001564;IPR023005	PTHR11349	PF00334		PR01243	PS00469;PS51374	SM00562	SSF54919	17
NME2	P22392	P22392-1;P22392-2	PRO_0000137117	NME2	2.7.13.3;2.7.4.6	9606	UPI0000112864	44640;18113	0000155;0001726;0003677;0003713;0004550;0005524;0005576;0005634;0005737;0005829;0006183;0006228;0006241;0007155;0007229;0009142;0019003;0030027;0034774;0042802;0042981;0043066;0045618;0045682;0045893;0045944;0046872;0048471;0050679;0051880;0070062;0071944;1904813	CCDS11580.1	X58965;M36981;L16785;DQ109675;AC005839;BC002476;BC133029;BC133031;U29200	NP_001018146.1;NP_001018147.1;NP_001018148.1;NP_001018149.1;NP_002503.1		1NSK;1NUE;3BBB;3BBC;3BBF;7KPF;8PIE;8PYW		P22392	110895;576341		DIP-50179N	P22392	CHEMBL2160	DB00787;DB00718;DB00640;DB01262;DB04315;DB00709;DB14126;DB09299;DB00300								53986;53987	ENST00000393190.4;ENST00000503064.5;ENST00000512737.6;ENST00000513177.5;ENST00000514264.6	4831	hsa:4831;hsa:654364	NME2	7850	ENSG00000243678	156491	NX_P22392		PA162398077	KOG0888	ENSGT00940000161569	CLU_080881_1_0_1	GDFCIDL	2162449at2759	TF106373	MetaCyc:HS04463-MONOMER	2.7.4.6	R-HSA-499943;R-HSA-6798695;R-HSA-9748787;R-HSA-9755088	NME1-NME2;NME2	ENSG00000243678	cd04413		MF_00451	IPR034907;IPR036850;IPR001564;IPR023005	PTHR11349	PF00334		PR01243	PS00469;PS51374	SM00562	SSF54919	17
NME3	Q13232		PRO_0000137123	NME3	2.7.4.6	9606	UPI000012FE88	44640;18113	0004550;0005524;0005737;0005739;0005741;0005829;0006183;0006228;0006241;0006281;0006915;0008053;0009142;0036064;0046872	CCDS10443.1	U29656;AE006639;BC000250	NP_002504.2		1ZS6;8QVY;8QVZ;8QW0;8QW1;8QW2;8QW3		Q13232	110896		DIP-49960N	Q13232										59239	ENST00000219302.8	4832	hsa:4832	NME3	7851	ENSG00000103024	601817	NX_Q13232		PA31656	KOG0888	ENSGT00940000161283		ACAGVHE	2162449at2759	TF106373		2.7.4.6	R-HSA-499943	NME3	ENSG00000103024	cd04413		MF_00451	IPR034907;IPR036850;IPR001564;IPR023005	PTHR11349	PF00334		PR01243	PS00469;PS51374	SM00562	SSF54919	16
NMNAT3	Q96T66	Q96T66-1;Q96T66-2;Q96T66-3	PRO_0000135016	NMNAT3	2.7.7.1;2.7.7.18	9606	UPI00001404FA	21360;22860	0000309;0004515;0005524;0005739;0005759;0009165;0009435;0009611;0030424;0034612;0043025	CCDS3111.1;CCDS56282.1;CCDS82846.1	AF345564;AK123208;AC046134;AC110716;CH471052;BC034374	NP_001186976.1;NP_001307440.1;NP_001307441.1;NP_001388529.1;NP_001388530.1;NP_001388531.1;NP_001388532.1;NP_001388533.1;NP_835471.1;XP_011511092.1;XP_011511093.1;XP_016861824.1;XP_016861825.1;XP_016861826.1;XP_016861827.1		1NUP;1NUQ;1NUR;1NUS;1NUT;1NUU		Q96T66	131564			Q96T66		DB02596;DB04099;DB03227								78200;78201;78202	ENST00000296202.12;ENST00000339837.9;ENST00000413939.6;ENST00000704800.1	349565	hsa:349565	NMNAT3	20989	ENSG00000163864	608702	NX_Q96T66		PA134952303	KOG3199	ENSGT00950000183179	CLU_033366_3_1_1		422187at2759	TF315035	MetaCyc:HS08953-MONOMER	2.7.7.1;2.7.7.18	R-HSA-196807		ENSG00000163864	cd09286			IPR004821;IPR051182;IPR005248;IPR045094;IPR014729	PTHR12039;PTHR12039:SF7	PF01467					SSF52374	3
NOS3	P29474	P29474-1;P29474-2;P29474-3	PRO_0000170943	NOS3	1.14.13.39	9606	UPI000013E417	19897	0000139;0001525;0001542;0001701;0001974;0002028;0003057;0003100;0003180;0003184;0003203;0003785;0004517;0005516;0005634;0005737;0005794;0005829;0005856;0005886;0005901;0006527;0006809;0006813;0006816;0007005;0007263;0008217;0008285;0009408;0009725;0010181;0010544;0010628;0014740;0014806;0016175;0019430;0020037;0030324;0030666;0031284;0031644;0031663;0032496;0034405;0034617;0034618;0042311;0043267;0043536;0043542;0045454;0045747;0045766;0045776;0046146;0046209;0046870;0048662;0048873;0050660;0050661;0051649;0051926;0060412;0070168;0097110;0097159;0097746;1902042	CCDS55182.1;CCDS55183.1;CCDS5912.1	M93718;M95296;L10709;L10693;L10694;L10695;L10696;L10697;L10698;L10699;L10700;L10701;L10702;L10703;L10704;L10705;L10706;L10707;L10708;X76303;X76304;X76305;X76306;X76307;X76308;X76309;X76310;X76311;X76312;X76313;X76314;X76315;X76316;D26607;DQ256130;DQ256131;L26914;AF400594;AK292928;AK315213;AK223636;AF519768;EU332855;AC010973;CH471173;BC063294;BC069465;L23210;S80791	NP_000594.2;NP_001153581.1;NP_001153582.1;NP_001153583.1;XP_016867721.1	P29474	1M9J;1M9K;1M9M;1M9Q;1M9R;1NIW;2LL7;2MG5;2N8J;3EAH;3NOS;4D1O;4D1P;5UO8;5UO9;5UOA;5UOB;5UOC;5VVB;5VVC;5VVD;5XOF;6AV6;6AV7;6CIE;6CIF;6NH1;6NH2;6NH3;6NH4;6NH5;6NH6;6NH7;6NH8;6NHF;6POU;6POV;6POW;6POX;6POY;6POZ;6PP0;6PP1;6PP2;6PP3;6PP4;7M56;7TSG;7TSH;7TSI;7TSK;7TSL;7TSM;7TSN;7TSO;7TSP;7UAO;8FGN;8FGO;8FGP;8FGQ;8FGR;8FGS;8FGT;8FGU;8UFR;8UFS;8UFT;8UFU		P29474	110909		DIP-38479N	P29474	CHEMBL4803	DB07001;DB02048;DB02911;DB02335;DB01997;DB03332;DB04534;DB07244;DB03100;DB03918;DB02207;DB03065;DB00125;DB02994;DB01833;DB00155;DB00997;DB07388;DB03974;DB02077;DB01821;DB09237;DB01110;DB03144;DB03305;DB01686;DB04559;DB02044;DB08019;DB08018;DB02027;DB02979;DB00435;DB04223;DB06154;DB03910;DB02141;DB03963;DB03707;DB02234;DB04018;DB00360;DB02589	1249						rs3918166;rs1799983;rs145805216;rs145168353;rs7792133;rs3918232;rs3918201;rs3918234	20158;54576;54577	ENST00000297494.8;ENST00000467517.1;ENST00000484524.5	4846	hsa:4846	NOS3	7876	ENSG00000164867	163729	NX_P29474		PA254	KOG1158	ENSGT00940000161389		KGDFRIW	1856718at2759	TF324410	MetaCyc:HS09149-MONOMER	1.14.13.39	R-HSA-1222556;R-HSA-1474151;R-HSA-203615;R-HSA-203641;R-HSA-203754;R-HSA-392154;R-HSA-5218920;R-HSA-9009391;R-HSA-9856530	Endothelial_NOS	ENSG00000164867	cd00795			IPR003097;IPR017927;IPR001094;IPR008254;IPR001709;IPR029039;IPR039261;IPR023173;IPR050607;IPR044943;IPR044940;IPR044944;IPR012144;IPR004030;IPR036119;IPR001433;IPR017938	PTHR43410:SF1;PTHR43410	PF00667;PF00258;PF00175;PF02898	PIRSF000333	PR00369;PR00371	PS51384;PS50902;PS60001		SSF52343;SSF52218;SSF56512;SSF63380	7
NPEPPS	P55786	P55786-1;P55786-2	PRO_0000095116	NPEPPS	3.4.11.14	9606	UPI0000140D51		0000209;0004177;0005615;0005634;0005737;0005829;0006508;0008270;0016020;0016285;0042277;0043171;0070006;0070062;0071456;1903955	CCDS45721.1	Y07701;AK296887;AC025682;BC065294;AJ132583;AF252387	NP_001317186.1;NP_006301.3		8SW0;8SW1		P55786	114897			P55786	CHEMBL2264	DB11638;DB11781	1575			M01.010				56864;6572	ENST00000322157.9;ENST00000677120.1	9520	hsa:9520	NPEPPS	7900	ENSG00000141279	606793	NX_P55786		PA31703	KOG1046	ENSGT00940000155246	CLU_003705_0_1_1	MMEYVAI	9477414at2759	TF300395			R-HSA-983168	NPEPPS	ENSG00000141279	cd09601			IPR045357;IPR042097;IPR024571;IPR034016;IPR001930;IPR050344;IPR014782;IPR027268	PTHR11533;PTHR11533:SF174	PF11838;PF01433;PF17900		PR00756	PS00142		SSF63737;SSF55486	17
NPL	Q9BXD5	Q9BXD5-1;Q9BXD5-2;Q9BXD5-3;Q9BXD5-4;Q9BXD5-5	PRO_0000273352	NPL	4.1.3.3	9606	UPI00000728AB	23296	0005829;0005975;0008747;0019262;0042802	CCDS1350.1;CCDS55666.1;CCDS55667.1	AF338436;AY336748;AK313225;AL355999;AL513344;BC034966;BC042003;BC058003;BC125051	NP_001186979.1;NP_001186980.1;NP_001186985.1;NP_110396.1		6ARH		Q9BXD5	123344			Q9BXD5										79405;79406;79407;79408;79409	ENST00000258317.6;ENST00000367552.6;ENST00000367553.6;ENST00000367554.7;ENST00000367555.5	80896	hsa:80896	NPL	16781	ENSG00000135838	611412	NX_Q9BXD5		PA25602	ENOG502QQA3	ENSGT00530000063604	CLU_924263_0_0_1	YWNAISA	191315at2759	TF353639		4.1.3.3	R-HSA-4085001		ENSG00000135838	cd00954			IPR013785;IPR002220;IPR005264	PTHR12128;PTHR12128:SF21	PF00701	PIRSF001365	PR00146		SM01130	SSF51569	1
NPLOC4	Q8TAT6	Q8TAT6-1;Q8TAT6-2	PRO_0000057941	NPLOC4		9606	UPI0000070BDD		0005634;0005654;0005783;0005829;0006511;0007030;0008270;0030970;0031625;0032480;0034098;0036435;0036501;0036503;0039536;0042175;0043130;0043161;0044877;0051117;0070530	CCDS45812.1	AB040932;AK000664;AK023046;AK023272;BC025930;AL834300	NP_060391.2;XP_011523281.1;XP_054172603.1		7WWP;7WWQ		Q8TAT6	120798	CPX-137;CPX-8096;CPX-8101;CPX-8104;CPX-8105	DIP-44059N	Q8TAT6								3.A.16.1.1		73917;73918	ENST00000331134.11;ENST00000374747.9	55666	hsa:55666	NPLOC4	18261	ENSG00000182446	606590	NX_Q8TAT6		PA143485558	KOG2834	ENSGT00390000018731	CLU_017172_2_0_1	KWSRTGR	10251089at2759	TF314173			R-HSA-110320;R-HSA-8951664;R-HSA-9755511	NPLOC4	ENSG00000182446	cd08061			IPR037518;IPR016563;IPR007717;IPR024682;IPR007716;IPR029071;IPR001876;IPR036443	PTHR12710;PTHR12710:SF0	PF05021;PF11543;PF05020	PIRSF010052		PS50249;PS01358;PS50199	SM00547	SSF90209;SSF54236	17
NQO2	P16083		PRO_0000071626	NQO2	1.10.5.1	9606	UPI000020E40D	12364	0001512;0003955;0005654;0005829;0008270;0009055;0016491;0016661;0031404;0042803;0070062;0071949;1901662;1904408;1905594	CCDS4481.1	J02888;AY299456;AB050248;AY855291;AK311746;AL133351;CH471087;BC006096	NP_000895.2;NP_001277150.1;NP_001305869.1		1QR2;1SG0;1XI2;1ZX1;2BZS;2QMY;2QMZ;2QR2;2QWX;2QX4;2QX6;2QX8;2QX9;3FW1;3G5M;3GAM;3NFR;3NHF;3NHJ;3NHK;3NHL;3NHP;3NHR;3NHS;3NHU;3NHW;3NHY;3O2N;3O73;3OVM;3OWH;3OWX;3OX1;3OX2;3OX3;3TE7;3TEM;3TZB;3UXE;3UXH;4FGJ;4FGK;4FGL;4GQI;4GR9;4QOD;4QOE;4QOF;4QOG;4QOH;4QOI;4QOJ;4U7F;4U7G;4U7H;4XDG;4XDH;4ZVK;4ZVL;4ZVM;4ZVN;5BUC;5LBT;5LBU;5LBW;5LBY;5LBZ;7O4D		P16083	110898		DIP-39704N	P16083	CHEMBL3959	DB07339;DB03541;DB08228;DB08744;DB06695;DB03147;DB01065;DB00170;DB08190;DB00157;DB01087;DB04216;DB02709;DB04253							rs28383623;rs17136117;rs1143684;rs17300141;rs28383651	53285	ENST00000338130.7;ENST00000380430.6;ENST00000380455.11	4835	hsa:4835	NQO2	7856	ENSG00000124588	160998	NX_P16083	227535	PA31745	ENOG502QWY5	ENSGT00940000156563	CLU_058643_2_0_1	GREHMFG	26889at2759	TF300296		1.10.5.1	R-HSA-211945	NAD(P)H_dehydrogenase,_quinone_2	ENSG00000124588				IPR003680;IPR029039;IPR051545	PTHR10204;PTHR10204:SF33	PF02525					SSF52218	6
NRAS	P01111		PRO_0000043006	NRAS	3.6.5.2	9606	UPI0000001254	19669	0000139;0000165;0001938;0003924;0003925;0005525;0005789;0005794;0005829;0005886;0007265;0016020;0019003;0044877;0045445;0070062;0070821	CCDS877.1	X02751;X00642;X00643;X00644;X00645;L00043;L00040;L00041;L00042;AF493919;AY428630;BC005219;M25898;X53291;X53292;K03211;M10055;X05565;X07440	NP_002515.1		2N9C;3CON;5UHV;6E6H;6MPP;6ULI;6ULK;6ULN;6ULR;6UON;6WGH;6ZIO;6ZIR;6ZIZ;7F68;7OW3;7OW4;7OW5;7OW6;7PB2;8TBI;8VM2		P01111	110952		DIP-1058N	P01111	CHEMBL2079845		2823						rs121913250;rs121913237;rs121434596;rs121434595;rs397514553;rs267606921;rs267606920;rs121913254;rs11554290	51320	ENST00000369535.5	4893	hsa:4893	NRAS	7989	ENSG00000213281	137550;162900;164790;188470;249400;607785;613224;614470	NX_P01111	146;86834;389;626;2612;648;268114	PA31768	KOG0395	ENSGT00940000158947	CLU_041217_9_8_1	RAVDIWG	5976022at2759	TF312796			R-HSA-112412;R-HSA-1169092;R-HSA-1236382;R-HSA-1250196;R-HSA-1250347;R-HSA-1433557;R-HSA-167044;R-HSA-171007;R-HSA-179812;R-HSA-180336;R-HSA-186763;R-HSA-1963640;R-HSA-210993;R-HSA-2179392;R-HSA-2424491;R-HSA-2428933;R-HSA-2871796;R-HSA-375165;R-HSA-442982;R-HSA-5218921;R-HSA-5621575;R-HSA-5637810;R-HSA-5654688;R-HSA-5654693;R-HSA-5654699;R-HSA-5654700;R-HSA-5654704;R-HSA-5654706;R-HSA-5654712;R-HSA-5654719;R-HSA-5655253;R-HSA-5655291;R-HSA-5655302;R-HSA-5655332;R-HSA-5658442;R-HSA-5673000;R-HSA-5673001;R-HSA-5674135;R-HSA-5675221;R-HSA-6798695;R-HSA-6802946;R-HSA-6802948;R-HSA-6802952;R-HSA-6802953;R-HSA-6802955;R-HSA-74751;R-HSA-8849471;R-HSA-8851805;R-HSA-9026519;R-HSA-9027284;R-HSA-9028731;R-HSA-9034864;R-HSA-9607240;R-HSA-9634285;R-HSA-9634635;R-HSA-9648002;R-HSA-9649948;R-HSA-9656223;R-HSA-9664565;R-HSA-9665348;R-HSA-9665686;R-HSA-9670439;R-HSA-9673767;R-HSA-9673770;R-HSA-9703465;R-HSA-9703648;R-HSA-9753510;R-HSA-9753512	Neuroblastoma_RAS_viral_oncogene_homolog	ENSG00000213281	cd04138			IPR027417;IPR005225;IPR001806;IPR020849	PTHR24070	PF00071		PR00449	PS51421	SM00175;SM00173;SM00174	SSF52540	1
NSF	P46459	P46459-1;P46459-2	PRO_0000084563	NSF	3.6.4.6	9606	UPI000006D238	13065	0000149;0001921;0005524;0005765;0005794;0005795;0005829;0005886;0006813;0006886;0006887;0006891;0016192;0016887;0017075;0017157;0019901;0030165;0035255;0035494;0043001;0043198;0044877;0045026;0045732;0046872;0098982;0099091;0140545	CCDS42354.1	U03985;AF135168;AF102846;AK290204;AK294001;AC004098;AC138645;AC138688;AC217769;AC217778;AC217780;BC030613	NP_006169.2		6KZQ		P46459	110960			P46459	CHEMBL2311231	DB01902						1.F.1.1.1	rs155733	4017;55740	ENST00000398238.8;ENST00000611398.3;ENST00000620290.2;ENST00000706392.1	4905	hsa:4905	NSF	8016	ENSG00000073969	601633;619340	NX_P46459		PA31793	KOG0741	ENSGT00530000064085		CFDNEIA	9982946at2759	TF300371			R-HSA-204005;R-HSA-416993;R-HSA-6807878;R-HSA-6811434;R-HSA-6811438;R-HSA-6811440	N-ethylmaleimide_sensitive_fusion_protein	ENSG00000073969	cd19504			IPR003593;IPR041569;IPR009010;IPR003959;IPR003960;IPR004201;IPR029067;IPR003338;IPR054419;IPR027417;IPR039812	PTHR23078:SF3;PTHR23078	PF00004;PF17862;PF02933;PF02359;PF21964		PR00830	PS00674	SM00382;SM01072;SM01073	SSF50692;SSF54585;SSF52540	17
NSFL1C	Q9UNZ2	Q9UNZ2-1;Q9UNZ2-4;Q9UNZ2-5;Q9UNZ2-6	PRO_0000210988	NSFL1C		9606	UPI0000070176		0000045;0000132;0005634;0005694;0005737;0005795;0005813;0005829;0006511;0007030;0008289;0031468;0043130;0043161;0046604;0061025;1904780;1990730	CCDS13015.1;CCDS13016.1;CCDS56175.1	AF086909;AF112211;AF078856;AK297403;AK001511;AK315433;AL109658;CH471133;BC002801	NP_001193665.1;NP_057227.2;NP_061327.2;XP_006723657.1;XP_047296262.1;XP_047296263.1;XP_054179694.1;XP_054179695.1	Q9UNZ2	1SS6;8HRZ		Q9UNZ2	121014	CPX-262	DIP-39611N	Q9UNZ2									rs9575	85346;85347;85348;85349	ENST00000216879.9;ENST00000353088.6;ENST00000476071.5	55968	hsa:55968	NSFL1C	15912	ENSG00000088833	606610	NX_Q9UNZ2		PA31794	KOG2086	ENSGT00520000055567	CLU_029402_0_0_1	NKDHTDK	25887at2759	TF312973			R-HSA-9013407	NSFL1C	ENSG00000088833	cd14348;cd17162			IPR036241;IPR012989;IPR009060;IPR029071;IPR001012	PTHR23333:SF24;PTHR23333	PF08059;PF14555;PF00789			PS51399;PS50033	SM00553;SM00166	SSF102848;SSF46934;SSF54236	20
NT5C	Q8TCD5	Q8TCD5-1;Q8TCD5-2	PRO_0000164371	NT5C	3.1.3.-	9606	UPI000006D556		0000255;0005634;0005737;0005739;0005829;0006204;0006249;0008252;0008253;0009223;0016311;0019103;0042802;0043605;0046050;0046055;0046074;0046079;0046872;0050483;0070062	CCDS11715.1	AF154829;AK000419;AC022211;BC008183;BC017454;BC022334;BK000192	NP_001239306.1;NP_055410.1	Q8TCD5	2I7D;4L57;4YIH;6G2N		Q8TCD5	119049			Q8TCD5	CHEMBL3751653	DB00709							rs11541956	74121;74122	ENST00000245552.7;ENST00000580758.5	30833	hsa:30833	NT5C	17144	ENSG00000125458	191720	NX_Q8TCD5		PA31798	ENOG502QZUW	ENSGT00390000011596	CLU_2095990_0_0_1	MLHMQDT	10248475at2759	TF331117			R-HSA-73621;R-HSA-74259	NT5C	ENSG00000125458	cd02587			IPR010708;IPR036412;IPR023214	PTHR16504;PTHR16504:SF5	PF06941					SSF56784	17
NT5C2	P49902	P49902-1;P49902-2	PRO_0000064389	NT5C2	2.7.1.77;3.1.3.5;3.1.3.99	9606	UPI0000124F44	12484;19961;27718;27714;29383;29379;28530;69584;69580;69572;69588;69592;69596	0000255;0005524;0005737;0005829;0006204;0008253;0042802;0046037;0046040;0046054;0046085;0046872;0050146;0050483;0050484;0050689;0061630;0070936;0106411	CCDS7544.1;CCDS91339.1	D38524;AK295593;AL139817;AL360001;CH471066;BC001595	NP_001127845.1;NP_001338098.1;NP_001338103.1;NP_036361.1;XP_005269693.1;XP_005269696.1;XP_024303670.1;XP_047280803.1;XP_047280804.1;XP_047280805.1;XP_047280806.1;XP_054221217.1;XP_054221218.1;XP_054221219.1;XP_054221220.1;XP_054221221.1		2J2C;2JC9;2JCM;2XCV;2XCW;2XCX;2XJB;2XJC;2XJD;2XJE;2XJF;4H4B;5CQZ;5CR7;5K7Y;5L4Z;5L50;5OPK;5OPL;5OPM;5OPN;5OPO;5OPP;6DD3;6DDB;6DDC;6DDH;6DDK;6DDL;6DDO;6DDQ;6DDX;6DDY;6DDZ;6DE0;6DE1;6DE2;6DE3;6FIR;6FIS;6FIU;6FIW;6FXH		P49902	116627			P49902	CHEMBL3708197	DB00171;DB00811;DB06408							rs10883841;rs12262171	56174;6498	ENST00000343289.9;ENST00000404739.8;ENST00000674696.1;ENST00000675326.1;ENST00000675985.1;ENST00000676428.1;ENST00000676449.1	22978	hsa:22978	NT5C2	8022	ENSG00000076685	600417;613162	NX_P49902	320396	PA31801	KOG2469	ENSGT00940000162369	CLU_017845_3_0_1		10252832at2759	TF315266	MetaCyc:HS01216-MONOMER	3.1.3.5	R-HSA-2161541;R-HSA-74259;R-HSA-9755088		ENSG00000076685	cd07522			IPR036412;IPR008380;IPR023214;IPR016695	PTHR12103;PTHR12103:SF17	PF05761	PIRSF017434				SSF56784	10
